complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,holdout_mse,holdout_rmse,holdout_mae,holdout_r2_against_constant,equation_features,evaluation_error
1,0.001786092,0.00019443418,0.0,0.000194434180000000,PySRFunction(X=>0.000194434180000000),0.0017860926117051457,0.042262188912846735,0.01058749898796487,-2.220446049250313e-16,0.0019641028546846053,0.0443182000388622,0.011699246157230147,-2.7891401591872977e-05,[],
3,0.0017853779,DPIT301 * 5.258286e-5,0.0001999456888930218,DPIT301*5.258286e-5,PySRFunction(X=>DPIT301*5.258286e-5),0.0017853782745741818,0.04225373681195761,0.011109473005359641,0.0003999440601691884,0.001964123247494048,0.044318430110892336,0.012313246173300043,-3.827445163340215e-05,"[""DPIT301""]",
5,0.0017811995,(P301 * 0.03248097) - 0.032437857,0.0011715438761090219,P301*0.03248097 - 1*0.032437857,PySRFunction(X=>P301*0.03248097 - 1*0.032437857),0.0017811999532540063,0.042204264633494165,0.010547686567530036,0.002739308375766747,0.001964054918883174,0.04431765922161474,0.01156185550122249,-3.4847681442684575e-06,"[""P301""]",
7,0.0017800945,((P301 * 0.05766968) - 0.057622287) * FIT503,0.0003102804866604147,FIT503*(P301*0.05766968 - 1*0.057622287),PySRFunction(X=>FIT503*(P301*0.05766968 - 1*0.057622287)),0.0017800947245356564,0.042191168797932777,0.01053016797442442,0.003358105358133079,0.0019640536276924942,0.044317644654161104,0.011554244866134412,-2.82735517309618e-06,"[""P301"", ""FIT503""]",
9,0.001777574,(MV101 - P205) * ((P301 * 0.04709348) - 0.04931302),0.0007084697244007814,(MV101 - P205)*(P301*0.04709348 - 1*0.04931302),PySRFunction(X=>(MV101 - P205)*(P301*0.04709348 - 1*0.04931302)),0.001777574332370054,0.04216128950079746,0.0112149031246081,0.004769226007244387,0.0019630078862756966,0.04430584483198234,0.012123040992917136,0.0005296145082950288,"[""MV101"", ""P205"", ""P301""]",
11,0.0017767595,((MV101 - P205) * ((P301 * 0.04709348) - 0.04931302)) * FIT502,0.00022915689094938057,FIT502*(MV101 - P205)*(P301*0.04709348 - 1*0.04931302),PySRFunction(X=>FIT502*(MV101 - P205)*(P301*0.04709348 - 1*0.04931302)),0.001776759453955324,0.04215162457077217,0.011400389713472976,0.005225461260326858,0.0019632763906778697,0.04430887485231226,0.012300622546525596,0.0003929048189338369,"[""MV101"", ""P205"", ""P301"", ""FIT502""]",
13,0.001776667,((MV101 - P205) * (((P301 * 0.04709348) - 0.04931302) * FIT502)) * MV301,2.6031212414528585e-05,FIT502*MV301*(MV101 - P205)*(P301*0.04709348 - 1*0.04931302),PySRFunction(X=>FIT502*MV301*(MV101 - P205)*(P301*0.04709348 - 1*0.04931302)),0.0017766671161522723,0.04215052925115262,0.011404847413442231,0.005277159477119597,0.0019632663869431004,0.044308761965813265,0.012300563262519191,0.0003979982455656339,"[""MV101"", ""P205"", ""MV301"", ""P301"", ""FIT502""]",
