sensor,target_source,feature_set,model_type,selected_features,coefficients,intercept,holdout_r2,holdout_mse,holdout_rmse,holdout_mae
LIT101,actual_next,self_only,ols,"[""LIT101""]","{""LIT101"": 0.9998186329561924}",0.147458657607217,0.9992803639101036,8.956703909802625,2.992775285550625,2.22361803093725
LIT101,actual_next,self_only,ridge,"[""LIT101""]","{""LIT101"": 0.999818622768219}",0.1474646826630987,0.9992803639318094,8.95670363964842,2.9927752404162296,2.2236179789791604
LIT101,actual_next,self_plus_local,ols,"[""LIT101"", ""FIT101"", ""FIT201"", ""MV101"", ""P101""]","{""FIT101"": 1.8971363918351414, ""FIT201"": -1.5844490530437376, ""LIT101"": 0.998690825909252, ""MV101"": -0.09581538244093585, ""P101"": -1.1191856100400244}",2.3036242525662374,0.9998126197037014,2.3321646260399675,1.5271426344778565,1.1582296824976253
LIT101,actual_next,self_plus_local,ridge,"[""LIT101"", ""FIT101"", ""FIT201"", ""MV101"", ""P101""]","{""FIT101"": 1.8935346437689968, ""FIT201"": -1.5911662702105214, ""LIT101"": 0.9986920130113415, ""MV101"": -0.08697442515367106, ""P101"": -1.1021041952457695}",2.2767814786054714,0.9998126196836216,2.332164875956605,1.5271427163027709,1.1582066242396902
LIT101,actual_next,all51,ols,"[""FIT101"", ""LIT101"", ""MV101"", ""P101"", ""P102"", ""AIT201"", ""AIT202"", ""AIT203"", ""FIT201"", ""MV201"", ""P201"", ""P202"", ""P203"", ""P204"", ""P205"", ""P206"", ""DPIT301"", ""FIT301"", ""LIT301"", ""MV301"", ""MV302"", ""MV303"", ""MV304"", ""P301"", ""P302"", ""AIT401"", ""AIT402"", ""FIT401"", ""LIT401"", ""P401"", ""P402"", ""P403"", ""P404"", ""UV401"", ""AIT501"", ""AIT502"", ""AIT503"", ""AIT504"", ""FIT501"", ""FIT502"", ""FIT503"", ""FIT504"", ""P501"", ""P502"", ""PIT501"", ""PIT502"", ""PIT503"", ""FIT601"", ""P601"", ""P602"", ""P603""]","{""AIT201"": 0.0122992752201182, ""AIT202"": 2.3038253674670575, ""AIT203"": -0.021358940902582058, ""AIT401"": 4.199524763563764, ""AIT402"": -0.019601274788413683, ""AIT501"": -2.979666133580088, ""AIT502"": 0.0338422887079875, ""AIT503"": 0.004211798823116952, ""AIT504"": -0.09263247783516187, ""DPIT301"": 0.03488769659462765, ""FIT101"": 1.8850997288466755, ""FIT201"": -0.929443005135887, ""FIT301"": -0.36901554655058066, ""FIT401"": -10.018123896405987, ""FIT501"": 13.381407491451567, ""FIT502"": -0.45440651469015436, ""FIT503"": 2.646407249924986, ""FIT504"": -10.455192677331942, ""FIT601"": 0.029601443548597173, ""LIT101"": 0.9986585217879871, ""LIT301"": 0.0005168165038753614, ""LIT401"": -0.0004583521823885439, ""MV101"": -0.11693836151770565, ""MV201"": 0.37956048641201784, ""MV301"": -0.27165607572607164, ""MV302"": -0.25114685713657464, ""MV303"": 0.24006405176964063, ""MV304"": -0.02420907468822523, ""P101"": -1.18062055560116, ""P102"": 5.083378162851204e-12, ""P201"": -8.490430580820885e-13, ""P202"": -1.7118528816695289e-12, ""P203"": -0.7540302711752768, ""P204"": 5.4088955536713e-12, ""P205"": -0.7540302711778181, ""P206"": 2.008393451546908e-12, ""P301"": -6.994405055138486e-15, ""P302"": 0.5229271289800581, ""P401"": -2.6645352591003757e-15, ""P402"": 0.0, ""P403"": -2.6645352591003757e-15, ""P404"": -7.105427357601002e-15, ""P501"": 0.0, ""P502"": 0.0, ""P601"": 0.0, ""P602"": 0.33874819545430523, ""P603"": 0.0, ""PIT501"": -0.0750427792797751, ""PIT502"": -0.11992541982452092, ""PIT503"": 0.07079311269214628, ""UV401"": 8.881784197001252e-16}",-614.8494743847438,0.9998124001415668,2.3348973308825416,1.5280370842628597,1.1608265703380665
LIT101,actual_next,all51,ridge,"[""FIT101"", ""LIT101"", ""MV101"", ""P101"", ""P102"", ""AIT201"", ""AIT202"", ""AIT203"", ""FIT201"", ""MV201"", ""P201"", ""P202"", ""P203"", ""P204"", ""P205"", ""P206"", ""DPIT301"", ""FIT301"", ""LIT301"", ""MV301"", ""MV302"", ""MV303"", ""MV304"", ""P301"", ""P302"", ""AIT401"", ""AIT402"", ""FIT401"", ""LIT401"", ""P401"", ""P402"", ""P403"", ""P404"", ""UV401"", ""AIT501"", ""AIT502"", ""AIT503"", ""AIT504"", ""FIT501"", ""FIT502"", ""FIT503"", ""FIT504"", ""P501"", ""P502"", ""PIT501"", ""PIT502"", ""PIT503"", ""FIT601"", ""P601"", ""P602"", ""P603""]","{""AIT201"": -0.00239494675796098, ""AIT202"": 0.16715809853423663, ""AIT203"": -0.029653921748202725, ""AIT401"": 0.27864692103756056, ""AIT402"": -0.023660010870319197, ""AIT501"": -0.27745052536128145, ""AIT502"": 0.05047688630963816, ""AIT503"": 0.0023907622739053457, ""AIT504"": -0.06656884854743496, ""DPIT301"": 0.034150071439136086, ""FIT101"": 1.8762625950831748, ""FIT201"": -0.9713435470244388, ""FIT301"": -0.35149548185926033, ""FIT401"": -0.0063644021413474675, ""FIT501"": 0.385965959409311, ""FIT502"": -0.2148297110721946, ""FIT503"": -0.02088567941782349, ""FIT504"": -0.08727312445408787, ""FIT601"": 0.05397199563672465, ""LIT101"": 0.9987289839433768, ""LIT301"": 0.0004279206019713649, ""LIT401"": -0.0004961394694036182, ""MV101"": -0.10415709653989719, ""MV201"": 0.3218501366655692, ""MV301"": -0.23981829924471298, ""MV302"": -0.23269501235979184, ""MV303"": 0.22088817325512972, ""MV304"": -0.013109435310874459, ""P101"": -1.1101182166013743, ""P102"": 0.0, ""P201"": 0.0, ""P202"": 0.0, ""P203"": -0.7314951261404277, ""P204"": 0.0, ""P205"": -0.7314951261506347, ""P206"": 0.0, ""P301"": 0.0, ""P302"": 0.478077669390653, ""P401"": 0.0, ""P402"": 0.0, ""P403"": 0.0, ""P404"": 0.0, ""P501"": 0.0, ""P502"": 0.0, ""P601"": 0.0, ""P602"": 0.28263804575911566, ""P603"": 0.0, ""PIT501"": -0.08037675575203337, ""PIT502"": -0.05063071373050625, ""PIT503"": 0.07510618930980482, ""UV401"": 0.0}",-25.523479423985464,0.9998122462812102,2.3368123010709025,1.5286635669992603,1.1605965927375046
AIT201,actual_next,self_only,ols,"[""AIT201""]","{""AIT201"": 0.9989319644554068}",0.2821233587745837,0.934463134825223,0.010308458184046,0.1015305775815644,0.0253702717671852
AIT201,actual_next,self_only,ridge,"[""AIT201""]","{""AIT201"": 0.9988884692628961}",0.2936408667819705,0.9344586700390368,0.010309160461483,0.1015340359755438,0.0255224175377661
AIT201,actual_next,self_plus_local,ols,"[""AIT201""]","{""AIT201"": 0.9989319644554068}",0.2821233587745837,0.934463134825223,0.010308458184046,0.1015305775815644,0.0253702717671852
AIT201,actual_next,self_plus_local,ridge,"[""AIT201""]","{""AIT201"": 0.9988884692628961}",0.2936408667819705,0.9344586700390368,0.010309160461483,0.1015340359755438,0.0255224175377661
