S,G,Prec,Rec,F1,eTaP,eTaR,eTaF1,FPA,Scen
0.6,2.5,21.018015441807265,81.75750834260289,33.43949044585987,10.712212578828415,92.21763532819764,19.19472209936296,1431.0,100.0
0.6,3.0,21.23969292010236,83.09232480533927,33.83152173913043,10.194108274325462,92.83246743125162,18.37087601690994,1425.0,100.0
0.6,3.5,21.33938706015891,83.64849833147943,34.004069635993666,9.868589949133328,93.03482889957054,17.844355176333483,1424.0,100.0
0.6,4.0,21.436651583710407,84.31590656284762,34.1826381059752,9.681388607852483,93.26260245580154,17.541800888523333,1420.0,100.0
0.6,4.5,21.468926553672315,84.53837597330367,34.24194638432079,9.675455799528432,93.33971284541194,17.533423045477214,1418.0,100.0
0.6,5.0,21.52112676056338,84.98331479421579,34.34479658350191,9.572828812658432,93.49149855969765,17.367369175514337,1416.0,100.0
0.6,6.0,21.55269058295964,85.53948832035594,34.43026639803,9.410211113843832,93.80399855969765,17.104533039809496,1412.0,100.0
0.6,7.0,21.540178571428573,85.87319243604004,34.441222395717155,9.487263573674776,93.94063275883184,17.234026309412904,1401.0,100.0
0.6,8.0,21.55555555555556,86.31813125695217,34.49655478995332,9.41408085730631,94.22337085406994,17.117874228295104,1394.0,100.0
0.6,9.0,21.53335178522004,86.54060066740823,34.48581560283688,9.376596375014552,94.40194228264136,17.05880466715259,1388.0,100.0
0.6,10.0,21.481685486091987,86.76307007786428,34.437086092715234,9.352008051659883,94.50610894930804,17.019794260601476,1380.0,100.0
0.6,12.0,21.450068399452803,87.20800889877643,34.431269213877904,8.964121364966278,94.71444228264136,16.378154283125664,1367.0,100.0
0.6,15.0,21.37425312330255,87.54171301446051,34.359310194280724,8.760644944654173,94.87813275883184,16.0402052693049,1352.0,100.0
0.6,20.0,21.152815013404823,87.76418242491657,34.08943616331821,8.18622862853114,94.99718037787946,15.07352092991652,1327.0,100.0
0.6,25.0,20.94935030495889,87.87541713014461,33.83297644539615,8.379582408175214,95.05670418740328,15.401471038925107,1304.0,100.0
0.7,0.1,19.758576874205843,69.18798665183537,30.73881887818137,12.661244698222582,86.81858206383282,22.099582350342114,1505.0,100.0
0.7,0.5,20.18897637795276,71.30144605116796,31.467844869906724,12.432794346371711,87.90825398006248,21.78460881786104,1500.0,100.0
0.7,1.0,20.868217054263567,74.86095661846495,32.63821532492726,11.870059627196424,89.40632157862402,20.95766763288683,1492.0,100.0
0.7,1.5,21.360418590335488,77.19688542825361,33.4619093539055,11.6386635982555,90.38198680751871,20.621815987464817,1490.0,100.0
0.7,2.0,21.653905053598773,78.64293659621802,33.957732949087415,11.355700467142723,91.01264831925928,20.19202976872075,1490.0,100.0
0.7,2.5,21.95863746958637,80.31145717463849,34.48770002388345,11.049002709893823,91.68489590450078,19.721370978190865,1487.0,100.0
0.7,3.0,22.15496368038741,81.42380422691879,34.83226266952177,10.631516279600524,92.18068038850714,19.06428295426293,1482.0,100.0
0.7,3.5,22.33273056057866,82.42491657397107,35.1434669196111,10.119497284691704,92.57807731781897,18.24470744641605,1479.0,100.0
0.7,4.0,22.432432432432435,83.09232480533927,35.3275005911563,9.93191897332222,92.80585087404998,17.943550701959595,1475.0,100.0
0.7,4.5,22.46550689862028,83.31479421579533,35.38861327663596,9.926320778378086,92.88296126366036,17.935852678589097,1473.0,100.0
0.7,5.0,22.51121076233184,83.75973303670744,35.48539114043356,9.823040550936032,93.03474697794609,17.769857084546416,1471.0,100.0
0.7,6.0,22.53269916765755,84.31590656284762,35.56181093126906,9.65899373648844,93.34724697794606,17.506521306375017,1467.0,100.0
0.7,7.0,22.514792899408285,84.6496106785317,35.56905819116616,9.737943393330314,93.48388117708026,17.638532294500475,1456.0,100.0
0.7,8.0,22.52650176678445,85.09454949944383,35.62281722933644,9.700388472814724,93.76661927231837,17.581887261387212,1449.0,100.0
0.7,9.0,22.499266647110588,85.31701890989989,35.60817084493964,9.664948147858476,93.9451907008898,17.52676730199644,1443.0,100.0
0.7,10.0,22.455526392534267,85.65072302558399,35.5822550831793,9.574127537805948,94.0940002246993,17.379844280730595,1435.0,100.0
0.7,12.0,22.41529105125977,86.09566184649611,35.56985294117647,9.18175606050881,94.30233355803264,16.73418640214721,1422.0,100.0
0.7,15.0,22.31476163124641,86.4293659621802,35.47135357224378,8.987170486141766,94.46602403422312,16.412876703897346,1406.0,100.0
0.7,20.0,22.04924992923861,86.65183537263627,35.15342960288809,8.395608991542936,94.58507165327072,15.422296164012105,1383.0,100.0
0.7,25.0,21.824286513710128,86.76307007786428,34.87592219986586,8.594890619862571,94.64459546279454,15.75869808403688,1360.0,100.0
0.8,0.1,19.806451612903224,68.29810901001112,30.707676919229808,12.765059281556551,86.34335952800998,22.24186635570478,1511.0,100.0
0.8,0.5,20.27546444586803,70.41156840934372,31.484705297189752,12.464637696537892,87.52231715852538,21.821526124560368,1509.0,100.0
0.8,1.0,21.02596580113996,73.85984427141268,32.73354695587873,11.884798370743004,88.98211945096443,20.96890776707149,1507.0,100.0
0.8,1.5,21.50267211568689,76.0845383759733,33.52941176470588,11.689322350040207,89.90511926017246,20.68872870000244,1505.0,100.0
0.8,2.0,21.770409759149203,77.41935483870968,33.984375,11.411872513133012,90.5000664861987,20.26799276534879,1504.0,100.0
0.8,2.5,22.1049363551692,79.19911012235818,34.56310679611651,11.077019148159092,91.21030799241284,19.75490720865064,1501.0,100.0
0.8,3.0,22.33189389265885,80.53392658509455,34.96739917894228,10.59271317332647,91.82514009546684,18.99429328164165,1494.0,100.0
0.8,3.5,22.50922509225092,81.42380422691879,35.26860997350036,10.162112712017093,92.1481322628739,18.30549240668908,1493.0,100.0
0.8,4.0,22.61029411764705,82.09121245828699,35.45520057650733,9.986980724726646,92.37590581910491,18.025212496318733,1489.0,100.0
0.8,4.5,22.643818849449204,82.31368186874305,35.51715862730981,9.98144774033715,92.4530162087153,18.01766542523839,1487.0,100.0
0.8,5.0,22.64266097039976,82.53615127919912,35.53639846743295,9.950866761510635,92.53337335157244,17.9693437390686,1485.0,100.0
0.8,6.0,22.66383495145631,83.09232480533927,35.61382598331347,9.78694480213151,92.84587335157244,17.707346518278158,1481.0,100.0
0.8,7.0,22.668276486568065,83.53726362625139,35.660018993352324,9.874322265869887,93.04203136023044,17.853858391832723,1470.0,100.0
0.8,8.0,22.679483328326825,83.98220244716352,35.714285714285715,9.837280882798366,93.32476945546856,17.798443661124093,1463.0,100.0
0.8,9.0,22.627955701885664,84.09343715239154,35.660377358490564,9.833414706938594,93.44381707451618,17.7942764197525,1457.0,100.0
0.8,10.0,22.61904761904762,84.53837597330367,35.68912890349847,9.71353437035591,93.6521504078495,17.601458042799052,1449.0,100.0
0.8,12.0,22.61023971589228,84.98331479421579,35.71762505843852,9.320620661851155,93.86048374118285,16.957328944110216,1437.0,100.0
0.8,15.0,22.525697503671072,85.31701890989989,35.641263940520446,9.113372504235231,94.02417421737331,16.616205276996514,1424.0,100.0
0.8,20.0,22.24472085623373,85.53948832035594,35.30762167125803,8.511661545001042,94.14322183642092,15.6118289677505,1400.0,100.0
0.8,25.0,22.00628751071735,85.65072302558399,35.01591632560255,8.727929377583104,94.20274564594474,15.975702306125807,1376.0,100.0
0.9,0.1,20.43085476025017,65.40600667408232,31.13582208101668,12.774188654163044,85.16389777901936,22.216070098434333,1510.0,100.0
0.9,0.5,20.910973084886127,67.40823136818688,31.91993679220437,12.521615331066627,86.315644525181,21.8705233101236,1509.0,100.0
0.9,1.0,21.733196861139543,70.85650723025584,33.26370757180157,12.05023808925125,87.80563389245,21.192119661736992,1509.0,100.0
0.9,1.5,22.2673434856176,73.1924360400445,34.14634146341464,11.828483442335054,88.75174667024972,20.87484915857259,1507.0,100.0
0.9,2.0,22.65546218487395,74.972191323693,34.79607640681466,11.521957918763782,89.5375952568202,20.41664290567302,1506.0,100.0
