complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,holdout_mse,holdout_rmse,holdout_mae,holdout_r2_against_constant,equation_features,evaluation_error
1,0.14426178,S_PU11,0.0,S_PU11,PySRFunction(X=>S_PU11),0.1442617840004028,0.37981809330310057,0.3597828094681648,0.0002855543538438088,0.14302353304994028,0.37818452248861306,0.3576700373055184,-1.4872571840740534e-08,"[""S_PU11""]",
3,0.05136279,S_PU4 + -0.4228445,0.5163577927479323,S_PU4 - 0.4228445,PySRFunction(X=>S_PU4 - 0.4228445),0.05136279709864708,0.22663361864173434,0.1577571285675922,0.6440628362937297,0.052612577015765084,0.22937431638212044,0.16073602934678397,0.6321404130054709,"[""S_PU4""]",
5,0.027864866,-0.2916377 - (F_PU4 * -0.020022405),0.3057736841131597,-(-0.020022405)*F_PU4 - 0.2916377,PySRFunction(X=>-(-0.020022405)*F_PU4 - 0.2916377),0.02786486945507712,0.16692773722505533,0.11265596171594373,0.8069002632034056,0.028600057850358216,0.16911551629096078,0.11317130086356647,0.8000325004855795,"[""F_PU4""]",
7,0.024732009,(L_T3 * -0.06888606) + (S_PU4 * 0.6800931),0.05963414825630402,L_T3*(-0.06888606) + S_PU4*0.6800931,PySRFunction(X=>L_T3*(-0.06888606) + S_PU4*0.6800931),0.02473200808567181,0.15726413477227352,0.1137269759193471,0.8286105642987569,0.0250969678162263,0.15842022540138712,0.11384031971805988,0.8245256032046173,"[""L_T3"", ""S_PU4""]",
9,0.024584522,((L_T3 * -0.086587) + (S_PU4 * 0.67340946)) - -0.079055354,0.0029906288360145206,L_T3*(-0.086587) + S_PU4*0.67340946 - 1*(-0.079055354),PySRFunction(X=>L_T3*(-0.086587) + S_PU4*0.67340946 - 1*(-0.079055354)),0.02458452722734126,0.15679453825736805,0.11635739744117815,0.829632586489533,0.024878507395549435,0.15772922175535337,0.11638583174851387,0.8260530471102971,"[""L_T3"", ""S_PU4""]",
