dataset,S,G,Prec,Rec,F1,eTaP,eTaR,eTaF1,FPA,Scen,num_monitored,num_sensors,num_actuators
BATADAL,0.8,25.0,22.479525557752048,88.54282536151278,35.85585585585586,8.46936302057172,95.22006166326076,15.55516913178753,1371.0,100.0,42,30,12
BATADAL,0.9,0.1,20.82901554404145,67.07452725250278,31.787032156035842,12.898629888553698,85.96746920759078,22.43160351023889,1513.0,100.0,42,30,12
BATADAL,0.9,0.5,21.337907375643226,69.18798665183537,32.61667540639748,12.722411076605386,86.97581768535416,22.197828789094157,1513.0,100.0,42,30,12
BATADAL,0.9,1.0,22.274881516587676,73.1924360400445,34.15520373734752,12.162955176550483,88.74178107859719,21.393689644398027,1512.0,100.0,42,30,12
BATADAL,0.9,1.5,22.929936305732486,76.0845383759733,35.239567233384854,11.737665089284375,89.88281418429594,20.763814099663115,1510.0,100.0,42,30,12
BATADAL,0.9,2.0,23.310023310023308,77.8642936596218,35.879036391594056,11.372536200747001,90.66866277086643,20.210124146460654,1509.0,100.0,42,30,12
BATADAL,0.9,2.16,23.482587064676615,78.75417130144605,36.17782319877364,11.153519089993694,91.03279996346106,19.87225064202395,1508.0,100.0,42,30,12
BATADAL,0.9,2.5,23.72154404486968,79.97775305895439,36.59033078880407,10.85173718126968,91.47955362772991,19.40192614751393,1505.0,100.0,42,30,12
BATADAL,0.9,3.0,23.9672131147541,81.31256952169078,37.02203089389719,10.39883057581658,91.97224596578701,18.68503948157401,1500.0,100.0,42,30,12
BATADAL,0.9,3.5,24.143556280587276,82.31368186874305,37.33602421796166,9.97898890159574,92.34923555421277,18.011687421867105,1497.0,100.0,42,30,12
BATADAL,0.9,4.0,24.269005847953213,83.09232480533927,37.56600452602464,9.864815844913972,92.6094766429113,17.830334035918746,1492.0,100.0,42,30,12
