dataset,S,G,Prec,Rec,F1,eTaP,eTaR,eTaF1,FPA,Scen,num_monitored,num_sensors,num_actuators
BATADAL,0.9,4.5,24.310288867250893,83.31479421579533,37.63819095477387,9.84932311844036,92.68658703252169,17.806447381891893,1491.0,100.0,42,30,12
BATADAL,0.9,5.0,24.376820977662675,83.75973303670744,37.763289869608826,9.708868713715562,92.91845932689398,17.58075826213773,1490.0,100.0,42,30,12
BATADAL,0.9,6.0,24.38867438867439,84.31590656284762,37.833790865984525,9.526286985155844,93.14437924031388,17.284782895025238,1486.0,100.0,42,30,12
BATADAL,0.9,7.0,24.384,84.76084538375973,37.8727634194831,9.596916971686708,93.40006105849571,17.405416125241725,1478.0,100.0,42,30,12
BATADAL,0.9,8.0,24.378585086042065,85.09454949944383,37.899430270002476,9.484729666034385,93.62327534420999,17.224491095532436,1473.0,100.0,42,30,12
BATADAL,0.9,9.0,24.278006981910504,85.09454949944383,37.77777777777778,9.53122840080497,93.62327534420999,17.301131575270485,1467.0,100.0,42,30,12
BATADAL,0.9,10.0,24.259609325771898,85.65072302558399,37.80996808249448,9.199367151071176,94.01018010611475,16.758801597674157,1457.0,100.0,42,30,12
BATADAL,0.9,12.0,24.202626641651033,86.09566184649611,37.78374420307542,9.060988966889601,94.21851343944809,16.53208799153144,1444.0,100.0,42,30,12
BATADAL,0.9,15.0,24.063177454320222,86.4293659621802,37.645348837209305,9.00256341165894,94.38220391563856,16.437272098175196,1431.0,100.0,42,30,12
BATADAL,0.9,20.0,23.68501064153238,86.65183537263627,37.201528175740215,8.363607517625116,94.50125153468618,15.367179521600177,1406.0,100.0,42,30,12
BATADAL,0.9,25.0,23.43045959747672,86.76307007786428,36.89687795648061,8.57197976751305,94.56077534420999,15.719022577702427,1384.0,100.0,42,30,12
BATADAL,1.0,0.1,94.1031941031941,42.60289210233593,58.652373660030634,87.80524027556467,75.58085404969903,81.23573891000405,17.0,100.0,42,30,12
BATADAL,1.0,0.5,93.93258426966293,46.49610678531702,62.202380952380956,88.40315153743236,77.3761533552567,82.5229158111885,18.0,100.0,42,30,12
BATADAL,1.0,1.0,94.02390438247012,52.502780867630705,67.38044254104211,88.56163659046713,79.91572890129122,84.01683775337361,17.0,100.0,42,30,12
BATADAL,1.0,1.5,93.80692167577413,57.28587319243604,71.13259668508287,88.72950215639064,81.85136127803301,85.15176193623513,17.0,100.0,42,30,12
BATADAL,1.0,2.0,93.10344827586206,60.06674082313682,73.02231237322515,88.22018915585484,82.98634932696481,85.52326914445901,17.0,100.0,42,30,12
BATADAL,1.0,2.16,92.47491638795987,61.512791991101224,73.8810955243821,87.22219950379429,83.57698621034487,85.36069460383968,18.0,100.0,42,30,12
BATADAL,1.0,2.5,91.63987138263666,63.40378197997776,74.95069033530572,84.53848694130379,84.23609135292264,84.38701824407559,20.0,100.0,42,30,12
BATADAL,1.0,3.0,90.3076923076923,65.29477196885428,75.79083279535183,85.72473421331526,84.99524772340122,85.35843242045738,18.0,100.0,42,30,12
BATADAL,1.0,3.5,89.28046989721,67.63070077864293,76.9620253164557,82.71214329787846,85.9145199405458,84.28292356877529,18.0,100.0,42,30,12
BATADAL,1.0,4.0,88.3357041251778,69.07675194660735,77.52808988764045,83.7097128136775,86.4826211655619,85.07357777967064,17.0,100.0,42,30,12
BATADAL,1.0,4.5,87.9043600562588,69.52169076751946,77.63975155279503,83.44434059693685,86.67420041964114,85.02860955148799,17.0,100.0,42,30,12
BATADAL,1.0,5.0,87.0344827586207,70.18909899888766,77.70935960591133,83.89601006918586,86.98318310362384,85.41170952430092,16.0,100.0,42,30,12
BATADAL,1.0,6.0,85.0132625994695,71.30144605116796,77.55595886267392,81.49856651669518,87.51267444561519,84.39861726061565,19.0,100.0,42,30,12
BATADAL,1.0,7.0,82.9896907216495,71.63515016685206,76.8955223880597,81.62822764393033,87.70883245427319,84.55935797879972,17.0,100.0,42,30,12
BATADAL,1.0,8.0,80.92269326683291,72.19132369299221,76.30805408583187,79.78045611368756,88.1106181685589,83.73888053309011,18.0,100.0,42,30,12
BATADAL,1.0,9.0,78.41726618705036,72.74749721913237,75.47605308713214,79.77774983788098,88.4231181685589,83.87825205356964,19.0,100.0,42,30,12
BATADAL,1.0,10.0,76.0919540229885,73.63737486095661,74.84454494064443,76.45454602616168,88.94395150189224,82.227705033375,18.0,100.0,42,30,12
BATADAL,1.0,12.0,72.94633077765607,74.08231368186874,73.50993377483444,73.72046201973681,89.15228483522559,80.70530834751204,18.0,100.0,42,30,12
BATADAL,1.0,15.0,69.50207468879668,74.52725250278087,71.92699946323134,72.63408169434177,89.37549912093985,80.13979509057015,18.0,100.0,42,30,12
BATADAL,1.0,20.0,63.32082551594746,75.08342602892102,68.70229007633588,59.23458166498556,89.6731181685589,71.34284724358926,17.0,100.0,42,30,12
BATADAL,1.0,25.0,59.40246045694201,75.19466073414905,66.37211585665193,61.05674385901487,89.73264197808271,72.66801846341333,16.0,100.0,42,30,12
BATADAL,1.2,0.1,97.8319783197832,40.155728587319246,56.94006309148265,97.83679611355296,74.45248406608587,84.55769849553346,1.0,100.0,42,30,12
BATADAL,1.2,0.5,97.28395061728395,43.82647385984427,60.42944785276073,97.7223362741419,76.16037078423098,85.60448005955487,2.0,100.0,42,30,12
BATADAL,1.2,1.0,97.1677559912854,49.61067853170189,65.68483063328424,98.18779814721405,78.61939213269,87.32071351804781,1.0,100.0,42,30,12
BATADAL,1.2,1.5,96.43564356435644,54.17130144605117,69.37321937321937,98.04738129455919,80.46303316744046,88.38912527161497,1.0,100.0,42,30,12
BATADAL,1.2,2.0,95.53903345724906,57.17463848720801,71.53792623521224,97.61134535570729,81.68150915700309,88.93875911752382,1.0,100.0,42,30,12
BATADAL,1.2,2.16,94.73684210526315,58.06451612903226,72.0,96.58867981092034,82.0556958239329,88.73104795417746,2.0,100.0,42,30,12
BATADAL,1.2,2.5,93.72822299651567,59.84427141268076,73.04820095044128,93.04864434708583,82.68233343404316,87.55973630413177,4.0,100.0,42,30,12
BATADAL,1.2,3.0,92.19269102990033,61.73526140155728,73.95069953364424,94.72711459509897,83.44148980452172,88.72687299014999,2.0,100.0,42,30,12
BATADAL,1.2,3.5,90.98101265822784,63.95995550611791,75.1143043762247,90.44805916771871,84.32829448919875,87.28103556210075,3.0,100.0,42,30,12
BATADAL,1.2,4.0,90.0,65.07230255839822,75.53260167850226,92.20726158252683,84.789252857072,88.34281106984231,2.0,100.0,42,30,12
BATADAL,1.2,4.5,89.3455098934551,65.29477196885428,75.44987146529563,91.67207058243906,84.89341952373867,88.15262305091284,2.0,100.0,42,30,12
BATADAL,1.2,5.0,88.35820895522389,65.85094549499443,75.46207775653282,92.4950205573342,85.16993467525383,88.68147180001019,1.0,100.0,42,30,12
BATADAL,1.2,6.0,86.10315186246417,66.85205784204672,75.26612398246712,89.46355260924051,85.6637117315309,87.52240846158665,4.0,100.0,42,30,12
BATADAL,1.2,7.0,83.88888888888889,67.18576195773082,74.61395923409512,89.6027713409669,85.85986974018888,87.69139947160622,2.0,100.0,42,30,12
BATADAL,1.2,8.0,81.6599732262383,67.853170189099,74.1190765492102,87.15758181557133,86.29412298694213,86.72370321180487,3.0,100.0,42,30,12
BATADAL,1.2,9.0,79.04884318766067,68.40934371523916,73.34525939177102,87.65249211321084,86.60662298694216,87.126418999107,3.0,100.0,42,30,12
BATADAL,1.2,10.0,76.53562653562653,69.2992213570634,72.73788674839463,83.67171305265457,87.12745632027548,85.3646250271893,2.0,100.0,42,30,12
BATADAL,1.2,12.0,73.16219369894984,69.74416017797553,71.4123006833713,80.28785523371049,87.33578965360881,83.66365307405616,2.0,100.0,42,30,12
BATADAL,1.2,15.0,69.49339207048459,70.18909899888766,69.83951300498063,78.84362519784813,87.55900393932309,82.9730795130423,2.0,100.0,42,30,12
BATADAL,1.2,20.0,63.12127236580517,70.63403781979977,66.66666666666666,61.86336550567337,87.79709917741833,72.5832844131763,3.0,100.0,42,30,12
BATADAL,1.2,25.0,59.036144578313255,70.85650723025584,64.40849342770476,64.0478734893295,87.91614679646594,74.10757147776913,2.0,100.0,42,30,12
BATADAL,1.39,0.1,98.30028328611898,38.598442714126804,55.43130990415336,98.5671726353575,69.69730257078282,81.65557282720364,0.0,100.0,42,30,12
BATADAL,1.39,0.5,97.40932642487047,41.824249165739715,58.52140077821012,98.30268114132028,71.1721723059109,82.56582281101092,1.0,100.0,42,30,12
BATADAL,1.39,1.0,97.26027397260275,47.38598442714127,63.7247569184742,98.82570820692501,77.35995299027213,86.78517978328753,0.0,100.0,42,30,12
BATADAL,1.39,1.5,96.45833333333333,51.50166852057843,67.15010877447426,98.64154362816856,78.99255506398362,87.73031331274116,0.0,100.0,42,30,12
BATADAL,1.39,2.0,95.48133595284872,54.06006674082313,69.0340909090909,98.20856089159913,80.02704836956357,88.19047198656249,0.0,100.0,42,30,12
BATADAL,1.39,2.16,94.6360153256705,54.94994438264739,69.52850105559465,97.12694228403522,80.40123503649339,87.97618758688883,1.0,100.0,42,30,12
BATADAL,1.39,2.5,93.57798165137615,56.729699666295886,70.6371191135734,93.33989564381798,81.02787264660365,86.74921117849756,3.0,100.0,42,30,12
BATADAL,1.39,3.0,92.13286713286713,58.620689655172406,71.65193745751189,95.26402135390128,81.78702901708219,88.012595942581,1.0,100.0,42,30,12
BATADAL,1.39,3.5,90.92436974789916,60.17797552836485,72.42302543507363,91.44708964993245,82.45954798747351,86.72107953723619,3.0,100.0,42,30,12
BATADAL,1.39,4.0,89.88580750407831,61.29032258064516,72.88359788359789,93.40897000062445,82.9205063553468,87.85279977746481,2.0,100.0,42,30,12
BATADAL,1.39,4.5,89.19354838709678,61.512791991101224,72.81105990783409,92.81612065656776,83.02467302201345,87.64778533437591,2.0,100.0,42,30,12
BATADAL,1.39,5.0,88.15165876777252,62.06896551724138,72.84595300261097,93.70724078523803,83.30118817352859,88.19833658533429,1.0,100.0,42,30,12
BATADAL,1.39,6.0,85.88770864946889,62.95884315906562,72.65725288831835,90.5195583366812,83.73544142028183,86.99543984462433,4.0,100.0,42,30,12
BATADAL,1.39,7.0,83.35766423357664,63.51501668520578,72.09595959595958,90.51425789434083,84.05064704798747,87.16278848375815,2.0,100.0,42,30,12
BATADAL,1.39,8.0,81.10014104372355,63.95995550611791,71.51741293532339,87.93266290329042,84.39290895274938,86.12643073739028,3.0,100.0,42,30,12
BATADAL,1.39,9.0,78.37837837837837,64.51612903225806,70.77486272117144,88.44667337980977,84.70540895274937,86.53562276840461,3.0,100.0,42,30,12
BATADAL,1.39,10.0,75.74193548387098,65.29477196885428,70.13142174432497,84.26223405114384,85.16671847655888,84.7120620009299,2.0,100.0,42,30,12
BATADAL,1.39,12.0,72.42647058823529,65.7397107897664,68.92128279883381,80.70769456440183,85.37505180989224,82.97579074666903,2.0,100.0,42,30,12
BATADAL,1.39,15.0,68.54838709677419,66.18464961067853,67.34578381437466,79.1342373971961,85.59826609560652,82.23942896969382,2.0,100.0,42,30,12
BATADAL,1.39,20.0,62.40913811007269,66.85205784204672,64.55424274973147,61.810102718659124,85.95540895274938,71.91004986885312,3.0,100.0,42,30,12
BATADAL,1.39,25.0,58.164251207729464,66.96329254727475,62.254395036194424,64.10304540600431,86.01493276227318,73.45981084655415,2.0,100.0,42,30,12
BATADAL,1.4,0.1,98.30028328611898,38.598442714126804,55.43130990415336,98.5671726353575,69.69730257078282,81.65557282720364,0.0,100.0,42,30,12
BATADAL,1.4,0.5,97.40932642487047,41.824249165739715,58.52140077821012,98.30268114132028,71.1721723059109,82.56582281101092,1.0,100.0,42,30,12
BATADAL,1.4,1.0,97.26027397260275,47.38598442714127,63.7247569184742,98.82570820692501,77.35995299027213,86.78517978328753,0.0,100.0,42,30,12
BATADAL,1.4,1.5,96.4509394572025,51.39043381535039,67.05370101596516,98.63931620000275,78.9330312544598,87.6927104940144,0.0,100.0,42,30,12
BATADAL,1.4,2.0,95.47244094488188,53.9488320355951,68.9410092395167,98.20557673843551,79.96752456003976,88.15311416292798,0.0,100.0,42,30,12
BATADAL,1.4,2.16,94.6257197696737,54.83870967741935,69.43661971830986,97.12203327350433,80.3417112269696,87.93852933735633,1.0,100.0,42,30,12
BATADAL,1.4,2.5,93.56617647058823,56.61846496106785,70.54747054747055,93.32892489220869,80.96834883707984,86.71035163749859,3.0,100.0,42,30,12
BATADAL,1.4,3.0,92.11908931698774,58.509454949944384,71.56462585034014,95.25597477597843,81.7275052075584,87.97468752766076,1.0,100.0,42,30,12
BATADAL,1.4,3.5,90.9090909090909,60.06674082313682,72.337575351641,91.43297909701613,82.4000241779497,86.68181008572728,3.0,100.0,42,30,12
BATADAL,1.4,4.0,89.86928104575163,61.179087875417125,72.7994705493051,93.397191920737,82.86098254582296,87.81417500771087,2.0,100.0,42,30,12
BATADAL,1.4,4.5,89.17609046849758,61.40155728587319,72.72727272727273,92.80349762723094,82.96514921248964,87.60898108415321,2.0,100.0,42,30,12
BATADAL,1.4,5.0,88.13291139240506,61.957730812013345,72.76290006531679,93.6960593261276,83.24166436400479,88.16001200868119,1.0,100.0,42,30,12
BATADAL,1.4,6.0,85.86626139817629,62.8476084538376,72.57546563904945,90.50300817600471,83.67591761075802,86.95566609398227,4.0,100.0,42,30,12
BATADAL,1.4,7.0,83.33333333333334,63.40378197997776,72.01516108654454,90.49781383544551,83.99112323846364,87.12315132557484,2.0,100.0,42,30,12
BATADAL,1.4,8.0,81.07344632768361,63.84872080088988,71.43746110765402,87.91244025794269,84.33338514322556,86.08572853230501,3.0,100.0,42,30,12
BATADAL,1.4,9.0,78.34912043301759,64.40489432703004,70.6959706959707,88.42754097765688,84.64588514322557,86.49539845434998,3.0,100.0,42,30,12
BATADAL,1.4,10.0,75.71059431524549,65.18353726362626,70.05379557680813,84.2362496158677,85.10719466703509,84.66948247612109,2.0,100.0,42,30,12
BATADAL,1.4,12.0,72.39263803680981,65.62847608453838,68.84480746791132,80.6764806579704,85.31552800036842,82.9311796414662,2.0,100.0,42,30,12
BATADAL,1.4,15.0,68.5121107266436,66.0734149054505,67.27066817667044,79.1013769153485,85.53874228608271,82.1942103450259,2.0,100.0,42,30,12
BATADAL,1.4,20.0,62.37006237006237,66.74082313681868,64.4814615797958,61.75376633995722,85.89588514322557,71.85109300854288,3.0,100.0,42,30,12
BATADAL,1.4,25.0,58.12379110251451,66.85205784204672,62.18313502327988,64.04900915035515,85.95540895274938,73.40262165815801,2.0,100.0,42,30,12
BATADAL,1.6,0.1,98.24561403508771,37.37486095661847,54.14987912973409,98.4847140161375,65.1089520914749,78.39223460401352,0.0,100.0,42,30,12
BATADAL,1.6,0.5,97.31182795698925,40.266963292547274,56.963021243115655,98.17797142831847,66.40525039803154,79.22475576698777,1.0,100.0,42,30,12
BATADAL,1.6,1.0,97.13603818615752,45.272525027808676,61.76024279210925,98.72969286056366,76.22356721292893,86.02902714139485,0.0,100.0,42,30,12
BATADAL,1.6,1.5,96.30434782608695,49.2769744160178,65.19499632082415,98.53225708512642,77.7966454771166,86.94523655650637,0.0,100.0,42,30,12
BATADAL,1.6,2.0,95.31568228105907,52.05784204671857,67.33812949640287,98.06733270086093,78.95018640174418,87.47647392083341,0.0,100.0,42,30,12
BATADAL,1.6,2.16,94.42231075697211,52.72525027808677,67.6659528907923,96.88457629463896,79.20532544962636,87.15746127918939,1.0,100.0,42,30,12
BATADAL,1.6,2.5,93.65384615384616,54.17130144605117,68.63988724453841,93.15912932980625,79.72482020259378,85.920004212503,3.0,100.0,42,30,12
BATADAL,1.6,3.0,92.44935543278085,55.83982202447163,69.62552011095701,94.3954840419296,80.43635752545326,86.85865040503478,2.0,100.0,42,30,12
BATADAL,1.6,3.5,91.10320284697508,56.95216907675194,70.08898015058179,91.4389432393891,80.91841978943043,85.85760032670726,3.0,100.0,42,30,12
BATADAL,1.6,4.0,89.81001727115718,57.8420467185762,70.36535859269283,93.67478453302904,81.33044659241467,87.06724949334173,2.0,100.0,42,30,12
BATADAL,1.6,4.5,89.23076923076924,58.06451612903226,70.35040431266847,93.10484123953741,81.41308337053019,86.86732000704944,2.0,100.0,42,30,12
BATADAL,1.6,5.0,87.97996661101837,58.620689655172406,70.36048064085448,93.94014921212329,81.71340804585485,87.401244407307,1.0,100.0,42,30,12
BATADAL,1.6,6.0,85.62300319488818,59.62180200222469,70.29508196721311,90.55549691117656,82.18565521358074,86.16780373748347,4.0,100.0,42,30,12
BATADAL,1.6,7.0,83.05084745762711,59.95550611790878,69.63824289405684,90.6064923196243,82.40886949929502,86.31347555336325,2.0,100.0,42,30,12
BATADAL,1.6,8.0,80.68350668647845,60.40044493882091,69.08396946564885,87.85263710959774,82.75113140405693,85.22560997317463,3.0,100.0,42,30,12
BATADAL,1.6,9.0,77.87234042553192,61.0678531701891,68.45386533665835,88.28156206094741,83.10162532502959,85.61331371407877,3.0,100.0,42,30,12
BATADAL,1.6,10.0,75.16869095816465,61.957730812013345,67.92682926829269,83.89655590904064,83.62245865836292,83.75928304258198,2.0,100.0,42,30,12
BATADAL,1.6,12.0,71.83098591549296,62.40266963292548,66.78571428571428,80.13593706437959,83.83079199169626,81.9417342747161,2.0,100.0,42,30,12
BATADAL,1.6,15.0,68.07228915662651,62.8476084538376,65.3556969346443,78.02178398969848,84.05400627741054,80.92563991743495,3.0,100.0,42,30,12
BATADAL,1.6,20.0,61.75514626218852,63.40378197997776,62.56860592755215,59.81898903656159,84.35162532502959,69.99802245246403,4.0,100.0,42,30,12
BATADAL,1.6,25.0,57.38693467336683,63.51501668520578,60.295670538542765,55.94291919258635,84.4111491345534,67.28990689434202,3.0,100.0,42,30,12
BATADAL,1.8,0.1,98.4567901234568,35.483870967741936,52.16680294358136,99.34528736760113,64.31867853524388,78.08386613313868,0.0,100.0,42,30,12
BATADAL,1.8,0.5,97.43589743589743,38.04226918798665,54.72,98.27663637985164,65.45793530178028,78.57822132197363,1.0,100.0,42,30,12
BATADAL,1.8,1.0,97.24310776942356,43.159065628476085,59.78428351309707,98.75947987240683,67.39716312056737,80.11847922257843,0.0,100.0,42,30,12
BATADAL,1.8,1.5,96.3718820861678,47.27474972191324,63.43283582089553,98.54333649763191,72.91098813800183,83.81114974763034,0.0,100.0,42,30,12
BATADAL,1.8,2.0,95.2991452991453,49.61067853170189,65.25237746891001,98.00987322483545,73.86672686482714,84.24263142019971,0.0,100.0,42,30,12
BATADAL,1.8,2.16,94.75890985324948,50.27808676307007,65.69767441860465,97.73854874714519,74.12186591270938,84.30753084213273,0.0,100.0,42,30,12
BATADAL,1.8,2.5,94.11764705882352,51.61290322580645,66.66666666666666,94.02320764346568,74.54842168975907,83.16087066078275,2.0,100.0,42,30,12
BATADAL,1.8,3.0,92.60700389105058,52.947719688542826,67.37438075017693,95.29159814247384,75.15703002671088,84.03509702381935,1.0,100.0,42,30,12
BATADAL,1.8,3.5,91.16541353383458,53.9488320355951,67.78476589797344,91.98481826534265,75.60109836971537,82.99209663712031,2.0,100.0,42,30,12
BATADAL,1.8,4.0,89.79963570127505,54.83870967741935,68.0939226519337,94.46429259010827,76.01312517269963,84.24020249993436,1.0,100.0,42,30,12
BATADAL,1.8,4.5,89.1891891891892,55.06117908787542,68.08803301237964,93.88257602179365,76.09576195081516,84.05854818318024,1.0,100.0,42,30,12
BATADAL,1.8,5.0,87.87346221441125,55.61735261401557,68.11989100817438,94.7992646392664,76.39608662613982,84.60852213501914,0.0,100.0,42,30,12
BATADAL,1.8,6.0,85.35353535353535,56.39599555061179,67.91694574681848,91.08312383111944,76.79787234042553,83.33272110444027,3.0,100.0,42,30,12
BATADAL,1.8,7.0,82.68608414239482,56.84093437152391,67.36980883322346,91.14325740358191,77.05908054711246,83.51150999634281,1.0,100.0,42,30,12
BATADAL,1.8,8.0,80.248833592535,57.39710789766407,66.9260700389105,88.14854653199914,77.43933637284701,82.44763838899544,2.0,100.0,42,30,12
BATADAL,1.8,9.0,77.29970326409496,57.95328142380423,66.24284806102987,88.68805475351368,77.75183637284701,82.86065407464281,2.0,100.0,42,30,12
BATADAL,1.8,10.0,74.50704225352112,58.843159065628484,65.75512740832815,84.06410501379847,78.27266970618034,81.0650813685399,1.0,100.0,42,30,12
BATADAL,1.8,12.0,71.3520749665328,59.288097886540605,64.76306196840827,80.82624726899834,78.48100303951368,79.63636237906756,0.0,100.0,42,30,12
BATADAL,1.8,15.0,67.63224181360201,59.733036707452726,63.43768458357945,78.59433403205655,78.70421732522797,78.6492372983202,1.0,100.0,42,30,12
BATADAL,1.8,20.0,61.31221719457014,60.28921023359288,60.79641054402693,58.68352698128005,79.00183637284702,67.34348929206895,3.0,100.0,42,30,12
BATADAL,1.8,25.0,56.79916317991632,60.40044493882091,58.544474393531,54.55857997542037,79.06136018237083,64.56335090977635,2.0,100.0,42,30,12
BATADAL,2.0,0.1,98.40764331210191,34.37152391546162,50.94806265457543,99.33803907394758,63.88326820089737,77.75992851259613,0.0,100.0,42,30,12
BATADAL,2.0,0.5,97.36070381231671,36.92992213570634,53.5483870967742,98.23262200900494,65.00099507888262,78.23410757791595,1.0,100.0,42,30,12
BATADAL,2.0,1.0,97.1576227390181,41.824249165739715,58.47589424572317,98.73575567168525,66.84270516717325,79.71767550422423,0.0,100.0,42,30,12
BATADAL,2.0,1.5,96.26168224299066,45.82869855394883,62.094951017332335,98.51248081888077,72.26453884261636,83.37139283410889,0.0,100.0,42,30,12
BATADAL,2.0,2.0,95.11111111111111,47.60845383759733,63.45441067457376,97.97735415684174,73.03471180541848,83.68705195201282,0.0,100.0,42,30,12
BATADAL,2.0,2.16,94.51754385964912,47.94215795328142,63.61623616236163,97.7343743338737,73.18139547888786,83.69430050655097,0.0,100.0,42,30,12
BATADAL,2.0,2.5,93.82978723404256,49.05450500556173,64.42658875091307,94.18409761873298,73.53196341399227,82.5865045677315,2.0,100.0,42,30,12
BATADAL,2.0,3.0,92.24489795918367,50.27808676307007,65.08279337652988,95.48548206694777,74.08955134278082,83.43771348693643,1.0,100.0,42,30,12
BATADAL,2.0,3.5,90.74803149606299,51.279199110122356,65.52949538024166,92.34376379197332,74.53361968578534,82.48828963383477,2.0,100.0,42,30,12
BATADAL,2.0,4.0,89.31297709923665,52.05784204671857,65.7765284609979,94.68843587022928,74.90993220305529,83.64590287080178,1.0,100.0,42,30,12
BATADAL,2.0,4.5,88.67924528301887,52.28031145717463,65.78026592022394,94.13419016997885,74.9925689811708,83.48016346129818,1.0,100.0,42,30,12
BATADAL,2.0,5.0,87.29281767955801,52.72525027808677,65.74202496532594,94.98790147886601,75.26042612402796,83.98120607212498,0.0,100.0,42,30,12
BATADAL,2.0,6.0,84.65608465608466,53.39265850945495,65.4843110504775,91.44565978155464,75.54316421926605,82.73720753890888,3.0,100.0,42,30,12
BATADAL,2.0,7.0,81.92567567567568,53.9488320355951,65.05700871898054,91.493446490014,75.92342004500058,82.98441504725314,1.0,100.0,42,30,12
BATADAL,2.0,8.0,79.4165316045381,54.50500556173527,64.64379947229551,88.64666968122229,76.30367587073515,82.01336866245616,2.0,100.0,42,30,12
BATADAL,2.0,9.0,76.50695517774344,55.06117908787542,64.03622250970245,89.45019219135683,76.61617587073513,82.53726189810575,2.0,100.0,42,30,12
BATADAL,2.0,10.0,73.64568081991216,55.951056729699665,63.59039190897599,84.79262432159645,77.13700920406848,80.78384790138428,1.0,100.0,42,30,12
BATADAL,2.0,12.0,70.41666666666667,56.39599555061179,62.631253860407654,81.72988472952996,77.34534253740179,79.47718873084327,0.0,100.0,42,30,12
BATADAL,2.0,15.0,66.71018276762402,56.84093437152391,61.38138138138138,75.43846299002351,77.56855682311608,76.48868280993293,1.0,100.0,42,30,12
BATADAL,2.0,20.0,60.421545667447305,57.39710789766407,58.87050770108385,61.53280563304978,77.86617587073515,68.74260075010267,2.0,100.0,42,30,12
BATADAL,2.0,25.0,56.01300108342362,57.50834260289211,56.75082327113062,56.98068564399148,77.92569968025894,65.82727402259961,2.0,100.0,42,30,12
BATADAL,2.5,0.1,98.51851851851852,29.588431590656285,45.50898203592814,99.51246278581878,58.37106491532783,73.58143702172913,0.0,100.0,42,30,12
BATADAL,2.5,0.5,97.2508591065292,31.47942157953281,47.56302521008403,98.1407120841623,59.22004812563324,73.86717864046291,1.0,100.0,42,30,12
BATADAL,2.5,1.0,96.95121951219512,35.37263626251391,51.83374083129584,98.71565349525613,60.75590715009407,75.21791413776467,0.0,100.0,42,30,12
BATADAL,2.5,1.5,96.1218836565097,38.598442714126804,55.07936507936508,98.4621407294038,61.913907584310316,76.0235202921179,0.0,100.0,42,30,12
BATADAL,2.5,2.0,94.51697127937337,40.266963292547274,56.47425897035882,97.62783668196074,62.68636018237081,76.3492423475153,0.0,100.0,42,30,12
BATADAL,2.5,2.16,93.81443298969072,40.48943270300334,56.56565656565656,97.33926060137861,62.78840099869735,76.33629900648174,0.0,100.0,42,30,12
BATADAL,2.5,2.5,92.96482412060301,41.15684093437152,57.05474171164225,92.90762595427118,63.023013460703424,75.10157827975561,2.0,100.0,42,30,12
BATADAL,2.5,3.0,91.14832535885168,42.380422691879865,57.85876993166287,94.52686981633619,63.582881024750314,76.02681915823155,1.0,100.0,42,30,12
BATADAL,2.5,3.5,89.42528735632183,43.270300333704114,58.32083958020989,90.58346066803992,63.994481835287296,75.0021838099387,2.0,100.0,42,30,12
BATADAL,2.5,4.0,87.94642857142857,43.82647385984427,58.500371195248704,93.53779157794368,64.21927920104211,76.15417202577788,1.0,100.0,42,30,12
BATADAL,2.5,4.5,87.00440528634361,43.937708565072306,58.38876570583887,92.7516666096123,64.26392205818496,75.92349172893753,1.0,100.0,42,30,12
BATADAL,2.5,5.0,85.4389721627409,44.38264738598443,58.41874084919473,93.81428195960953,64.53177920104211,76.46546412265575,0.0,100.0,42,30,12
BATADAL,2.5,6.0,82.55578093306288,45.272525027808676,58.47701149425287,89.4409677934915,64.97155883630047,75.26745696355059,3.0,100.0,42,30,12
BATADAL,2.5,7.0,79.49709864603481,45.717463848720804,58.05084745762712,89.49570824972335,65.31382074106237,75.51610916747588,1.0,100.0,42,30,12
BATADAL,2.5,8.0,76.66666666666667,46.0511679644049,57.53995830437803,86.01116279570805,65.59655883630047,74.4294055760824,2.0,100.0,42,30,12
BATADAL,2.5,9.0,73.59154929577466,46.49610678531702,56.987048398091346,87.93185366895398,65.84953502677668,75.30523332182572,1.0,100.0,42,30,12
BATADAL,2.5,10.0,70.48092868988391,47.27474972191324,56.59121171770972,81.39232462903239,66.3108445505862,73.08162466741936,1.0,100.0,42,30,12
BATADAL,2.5,12.0,67.03296703296702,47.4972191323693,55.598958333333336,77.67782330075376,66.4001302648719,71.59759641522714,0.0,100.0,42,30,12
BATADAL,2.5,15.0,63.69047619047619,47.60845383759733,54.487587523870154,70.64971142507164,66.44477312201475,68.4827557036023,1.0,100.0,42,30,12
BATADAL,2.5,20.0,56.76392572944297,47.60845383759733,51.78463399879008,53.984564739080035,66.44477312201475,59.57007187594417,2.0,100.0,42,30,12
BATADAL,2.5,25.0,52.579852579852584,47.60845383759733,49.97081144191477,47.16917049540348,66.44477312201475,55.171834233209715,1.0,100.0,42,30,12
BATADAL,3.0,0.1,98.44357976653697,28.142380422691883,43.77162629757785,99.4752353685476,53.85529743812418,69.8786900487107,0.0,100.0,42,30,12
BATADAL,3.0,0.5,97.11191335740072,29.92213570634038,45.74829931972789,98.01266251786117,54.555471124620055,70.09493859799628,1.0,100.0,42,30,12
BATADAL,3.0,1.0,96.7948717948718,33.59288097886541,49.87613542526837,98.62332211483658,56.23349073672023,71.62660225850675,0.0,100.0,42,30,12
BATADAL,3.0,1.5,95.87020648967551,36.15127919911012,52.50403877221325,98.31687266475012,61.156372123317404,75.40704722822781,0.0,100.0,42,30,12
