complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,holdout_mse,holdout_rmse,holdout_mae,holdout_r2_against_constant,equation_features,evaluation_error
1,0.04743039,0.0011721922,0.0,0.00117219220000000,PySRFunction(X=>0.00117219220000000),0.0474304034937043,0.2177852233134845,0.04011082700032602,-5.862286212021672e-10,0.005444741389808026,0.07378849090344662,0.03323920651213021,-0.00025388956753924496,[],
3,0.042963985,P402 - P501,0.049450477946672525,P402 - P501,PySRFunction(X=>P402 - P501),0.042963979807777455,0.20727754294128792,0.039237083832422893,0.09416794570033504,0.005443359389195614,0.07377912570094344,0.03237734923699889,-2.1211057354975082e-09,"[""P402"", ""P501""]",
5,0.030143712,(P402 - P501) * 7.201608,0.17719293119902596,(P402 - P501)*7.201608,PySRFunction(X=>(P402 - P501)*7.201608),0.03014370964854114,0.1736194391436084,0.039237083832422893,0.3644644058275114,0.005443359389195614,0.07377912570094344,0.03237734923699889,-2.1211057354975082e-09,"[""P402"", ""P501""]",
7,0.019517493,(AIT203 + -481.19232) * (P402 - P501),0.21733260192421539,(AIT203 - 481.19232)*(P402 - P501),PySRFunction(X=>(AIT203 - 481.19232)*(P402 - P501)),0.019517496037057373,0.139705032253879,0.038684612194697064,0.5885024243765973,0.005443359389195614,0.07377912570094344,0.03237734923699889,-2.1211057354975082e-09,"[""AIT203"", ""P402"", ""P501""]",
9,0.011093582,(P402 - P501) * ((AIT203 + -483.82663) * UV401),0.2824721987303511,UV401*(AIT203 - 483.82663)*(P402 - P501),PySRFunction(X=>UV401*(AIT203 - 483.82663)*(P402 - P501)),0.011093582053327358,0.10532607489756446,0.03790392343203227,0.7661082081812092,0.005443359389195614,0.07377912570094344,0.03237734923699889,-2.1211057354975082e-09,"[""AIT203"", ""P402"", ""UV401"", ""P501""]",
11,0.0071062073,((AIT203 + -485.54608) * UV401) * (UV401 * (P402 - P501)),0.22269903659773468,UV401*UV401*(AIT203 - 485.54608)*(P402 - P501),PySRFunction(X=>UV401*UV401*(AIT203 - 485.54608)*(P402 - P501)),0.00710620757839744,0.08429832488488392,0.03738186430931091,0.8501761094335504,0.005443359389195614,0.07377912570094344,0.03237734923699889,-2.1211057354975082e-09,"[""AIT203"", ""P402"", ""UV401"", ""P501""]",
