complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,equation_features,evaluation_error
1,13.532568,0.041323613,0.0,0.0413236130000000,PySRFunction(X=>0.0413236130000000),13.532567777880917,3.678663857690849,1.2467921231452173,-1.0834536823267626e-08,[],
3,13.513802,P1_PIT01 + -1.3362156,0.0006938455331141151,P1_PIT01 - 1.3362156,PySRFunction(X=>V27 - 1.3362156),13.513802622436259,3.676112433323586,1.2567933650068615,0.0013866554623533922,"[""P1_PIT01""]",
5,13.364978,224.15271 - (P4_ST_PT01 * 0.022298103),0.005536915025554721,224.15271 - 0.022298103*P4_ST_PT01,PySRFunction(X=>224.15271 - 0.022298103*V77),13.364979668431298,3.6558145013705627,1.320117530491041,0.012384047683853372,"[""P4_ST_PT01""]",
7,13.362511,226.58162 - ((P4_ST_PT01 * 0.022549057) - P1_B2004),9.230197445811115e-05,226.58162 - (-P1_B2004 + P4_ST_PT01*0.022549057),PySRFunction(X=>226.58162 - (-V0 + V77*0.022549057)),13.362510959681023,3.65547684436395,1.319679156759511,0.012566474908127567,"[""P1_B2004"", ""P4_ST_PT01""]",
9,12.803897,(P1_FT01 * (-0.43025893 - (P1_FT01Z * -0.0003293156))) + 26.785019,0.021351760917976484,P1_FT01*(-(-0.0003293156)*P1_FT01Z - 0.43025893) + 26.785019,PySRFunction(X=>V14*(-(-0.0003293156)*V15 - 0.43025893) + 26.785019),12.803898263063013,3.578253521351305,1.413487128838249,0.05384561068185534,"[""P1_FT01"", ""P1_FT01Z""]",
11,12.803725,((P1_FT01 * (-0.43025893 - (P1_FT01Z * -0.0003293156))) + 26.785019) + P4_HT_FD,6.716750192655854e-06,P1_FT01*(-(-0.0003293156)*P1_FT01Z - 0.43025893) + P4_HT_FD + 26.785019,PySRFunction(X=>V14*(-(-0.0003293156)*V15 - 0.43025893) + V67 + 26.785019),12.803724374231713,3.5782292232655686,1.4134918359258901,0.0538584603372968,"[""P1_FT01"", ""P1_FT01Z"", ""P4_HT_FD""]",
13,12.796149,(P1_FT01 * (-0.43127 - ((-0.0003386481 - (P1_FT01Z * -9.166912e-9)) * P1_FT01Z))) + 26.785007,0.00029593896521399796,P1_FT01*(-P1_FT01Z*(-(-9.166912e-9)*P1_FT01Z - 0.0003386481) - 0.43127) + 26.785007,PySRFunction(X=>V14*(-V15*(-(-9.166912e-9)*V15 - 0.0003386481) - 0.43127) + 26.785007),12.79615053365919,3.577170744269721,1.4129427707506264,0.05441813539519391,"[""P1_FT01"", ""P1_FT01Z""]",
