variant,S,G,num_monitored,monitored_sensors,monitored_actuators,Precision,Recall,F1,eTaP,eTaR,eTaF1,FPA,Scen,TP,FP,TN,FN,system_total_alarm_rate,system_benign_alarm_rate,system_attack_alarm_rate,system_num_alarm_intervals,system_longest_alarm_interval,threshold_min,threshold_max,growth_cap_min,growth_cap_max,max_test_cusum_max
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,8.0,39,14,25,57.32434428247135,81.25411901531304,67.22313095352641,14.329730709672738,65.2312183661723,23.4976028795237,1131.0,100.0,41919,31207,367121,9671,0.16253183913513128,0.07834498202486394,0.8125411901531304,1234,10070,1e-06,720.6038725676221,9e-06,721.941016325754,172.75316850399514
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,9.0,39,14,25,56.3291902980572,81.43438650901338,66.59427928320639,12.011920300160702,67.15506334780147,20.378729402476065,1090.0,100.0,42012,32571,365757,9578,0.1657702070155006,0.08176929565584141,0.8143438650901338,1185,31660,1e-06,720.6038725676221,1e-05,722.1081592955205,172.86162402726367
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,10.0,39,14,25,55.362829994999075,81.54293467726303,65.94970840910516,11.777570654527542,67.2964237726568,20.046752197635627,1086.0,100.0,42068,33918,364410,9522,0.16888855302521794,0.0851509308911249,0.8154293467726303,1181,31661,1e-06,720.6038725676221,1.1e-05,722.2753022652871,172.97007955053223
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,12.0,39,14,25,53.55638449045878,81.82012017832913,64.73781881201785,11.456380050109127,67.71451718814505,19.59718206760955,1059.0,100.0,42211,36605,361723,9379,0.1751785880982757,0.0918966279046414,0.8182012017832914,1146,31691,1e-06,720.6038725676221,1.3000000000000001e-05,722.60958820482,173.18699059706933
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,15.0,39,14,25,51.219423721025834,82.10893584027913,63.08593895437588,11.337970444587542,68.10368052449208,19.439614044649282,1005.0,100.0,42360,40343,357985,9230,0.18381794015798433,0.1012808539695929,0.8210893584027913,1088,31694,1e-06,720.6038725676221,1.6e-05,723.1110171141195,173.51235716687495
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,20.0,39,14,25,48.4980056980057,82.49079278930024,61.083680206688676,11.12640301744483,70.27956410459005,19.211337491901336,982.0,100.0,42557,45193,353135,9033,0.19503553980947638,0.11345674921170493,0.8249079278930025,1064,31695,1e-06,720.6038725676221,2.1e-05,723.946731962952,174.05463478321767
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.5,25.0,39,14,25,46.54334705972068,82.81449893390192,59.59381799921888,11.60561003687549,74.15547817128896,20.070164213986306,778.0,100.0,42724,49070,349258,8866,0.20402384434496953,0.1231899339238015,0.8281449893390191,849,31884,1e-06,720.6038725676221,2.6e-05,724.7824468117844,174.59691239956038
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,0.0,39,14,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398328,51590,0.0,0.0,0.0,0,0,1e-06,864.7246470811466,1e-06,864.7246470811466,206.26262918141614
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,0.1,39,14,25,53.41184932122629,23.03159527040124,32.184842082453,39.48523261360196,47.54393095355047,43.14147341235661,3104.0,100.0,11882,10364,387964,39708,0.04944456545414942,0.026018758410154445,0.2303159527040124,5229,1080,1e-06,864.7246470811466,1.1e-06,864.7413613781232,206.273474733743
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,0.5,39,14,25,57.098894418905054,29.131614654002714,38.57991811169155,45.30698710152994,51.35986270651747,48.14392197120752,3091.0,100.0,15029,11292,387036,36561,0.05850177143390573,0.028348496716274027,0.29131614654002713,5515,1080,1e-06,864.7246470811466,1.5e-06,864.8082185660298,206.31685694305042
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,1.0,39,14,25,61.41808225997137,38.26516766815274,47.152820904791476,48.18592606035188,52.14926043445472,50.08931552694599,2976.0,100.0,19741,12401,385927,31849,0.07143968456474291,0.031132634411841498,0.38265167668152744,5268,1081,1e-06,864.7246470811466,2e-06,864.8917900509131,206.37108470468468
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,1.5,39,14,25,61.18237590630229,46.78038379530916,53.02078298695022,48.702838831420095,56.32917471060599,52.239134049160064,2499.0,100.0,24134,15312,383016,27456,0.0876737538840411,0.03844068205097307,0.46780383795309166,4648,1082,1e-06,864.7246470811466,2.4999999999999998e-06,864.9753615357963,206.42531246631896
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,2.0,39,14,25,62.36748329621381,54.27989920527234,58.04332055135247,48.843296558647246,56.96418471465775,52.592095261255636,2376.0,100.0,28003,16897,381431,23587,0.09979596281989163,0.04241981482597257,0.5427989920527234,4318,1082,1e-06,864.7246470811466,3e-06,865.0589330206795,206.47954022795324
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,2.5,39,14,25,62.89071114942759,60.80248110098856,61.828969024411876,47.68931040173116,59.24708593326861,52.84361112410013,2245.0,100.0,31368,18509,379819,20222,0.11085797856498296,0.04646673093530959,0.6080248110098856,3884,1154,1e-06,864.7246470811466,3.4999999999999995e-06,865.1425045055628,206.5337679895875
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,3.0,39,14,25,63.38958587765071,66.40240356658266,64.86102696152682,45.102187905201376,59.73758299584966,51.39835141044482,2223.0,100.0,34257,19785,378543,17333,0.1201152209958259,0.04967012110622401,0.6640240356658267,3565,1176,1e-06,864.7246470811466,4e-06,865.226075990446,206.58799575122177
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,3.5,39,14,25,63.28848354544508,70.75208373715837,66.81249084785473,42.01281305680297,59.96477236508755,49.40867664096265,2196.0,100.0,36501,21173,377155,15089,0.1281878031107891,0.053154686589945974,0.7075208373715837,3267,1177,1e-06,864.7246470811466,4.5e-06,865.3096474753294,206.64222351285605
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,4.0,39,14,25,63.06113018220228,74.06474122892034,68.12144550819205,38.68077707957127,61.920642004098006,47.61639690176612,2187.0,100.0,38210,22382,375946,13380,0.1346734293804649,0.05618987367194875,0.7406474122892034,3038,1177,1e-06,864.7246470811466,4.9999999999999996e-06,865.3932189602126,206.69645127449033
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,4.5,39,14,25,62.448953749723,76.47606125218066,68.75435661508435,33.99116599040186,62.149971756446035,43.94684847260209,2116.0,100.0,39454,23724,374604,12136,0.1404211434083544,0.05955895643791047,0.7647606125218066,2715,1178,1e-06,864.7246470811466,5.5e-06,865.4767904450958,206.75067903612458
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,5.0,39,14,25,61.88329115865348,78.21477030432254,69.09713600753456,30.05725989183122,64.09899957303323,40.92431666090107,2104.0,100.0,40351,24854,373474,11239,0.14492640881227245,0.06239581450462935,0.7821477030432255,2561,1178,1e-06,864.7246470811466,5.999999999999999e-06,865.5603619299791,206.80490679775886
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,5.98,39,14,25,60.81337950342592,79.99806163985268,69.09882382487129,22.823697567195218,64.40031801031988,33.70295145819083,1786.0,100.0,41271,26594,371734,10319,0.1508385972554999,0.06676407382860357,0.7999806163985268,2023,2042,1e-06,864.7246470811466,6.98e-06,865.7241620403502,206.91119321056203
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,6.0,39,14,25,60.45704749077707,80.04845900368288,68.88688718744265,22.61976353562608,64.4647519530031,33.48878815890334,1772.0,100.0,41297,27011,371317,10293,0.15182322112029303,0.06781094977003876,0.8004845900368288,2006,2042,1e-06,864.7246470811466,7e-06,865.7275048997456,206.9133623210274
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,7.0,39,14,25,59.12804990692189,80.65322736964528,68.23328769032724,16.059374964986006,64.72987087645899,25.73414956441904,1529.0,100.0,41609,28762,369566,9981,0.15640850110464574,0.07220682452652086,0.8065322736964528,1674,10065,1e-06,864.7246470811466,8e-06,865.894647869512,207.02181784429595
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,8.0,39,14,25,57.853450306986545,80.91296762938553,67.46725067276533,13.94980044952852,64.99625683295362,22.969730066233414,1336.0,100.0,41743,30410,367918,9847,0.16036922283616126,0.0763441184149746,0.8091296762938553,1459,10070,1e-06,864.7246470811466,9e-06,866.0617908392785,207.13027336756448
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,9.0,39,14,25,56.73084745762712,81.09905020352781,66.76081059518111,11.886535797533407,66.93422536983891,20.187982307080347,1175.0,100.0,41839,31911,366417,9751,0.16391875852933202,0.08011236970536845,0.8109905020352781,1285,31551,1e-06,864.7246470811466,1e-05,866.228933809045,207.23872889083302
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,10.0,39,14,25,55.7293745177854,81.20566001163016,66.09763024202455,11.759682232626679,67.07558579469422,20.011032986899526,1148.0,100.0,41894,33280,365048,9696,0.16708377971096955,0.08354923580566768,0.8120566001163017,1259,31552,1e-06,864.7246470811466,1.1e-05,866.3960767788116,207.34718441410158
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,12.0,39,14,25,53.95258692610799,81.47896879240163,64.91841761839677,11.464092670133965,67.4870938701558,19.598902361541544,1129.0,100.0,42035,35876,362452,9555,0.17316711045123778,0.09006647787752807,0.8147896879240163,1232,31582,1e-06,864.7246470811466,1.3000000000000001e-05,866.7303627183445,207.56409546063867
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,15.0,39,14,25,52.15949721015972,81.72126381081604,63.67666271456513,11.289432560628395,67.79809305644295,19.35582111914514,1109.0,100.0,42160,38669,359659,9430,0.1796527367209136,0.09707828724066599,0.8172126381081605,1208,31582,1e-06,864.7246470811466,1.6e-05,867.2317916276439,207.8894620304443
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,20.0,39,14,25,49.598210102146,82.07210699748013,61.83063420902758,11.14251539893909,68.25498454084682,19.15758599143584,1056.0,100.0,42341,43027,355301,9249,0.18974124173738324,0.10801901950151634,0.8207210699748013,1151,31582,1e-06,864.7246470811466,2.1e-05,868.0675064764764,208.431739646787
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.6,25.0,39,14,25,48.38775859121217,82.28920333397946,60.94096536874215,11.030061158652154,71.96435315585401,19.12830455177205,987.0,100.0,42453,45282,353046,9137,0.19500220040096194,0.11368018316563235,0.8228920333397945,1077,31775,1e-06,864.7246470811466,2.6e-05,868.9032213253089,208.97401726312972
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,0.0,39,14,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398328,51590,0.0,0.0,0.0,0,0,1e-06,1008.8454215946709,1e-06,1008.8454215946709,240.63973404498552
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,0.1,39,14,25,58.0341202142432,22.682690443884475,32.61699696184185,40.87244174841021,47.12564019756874,43.776862886945715,3135.0,100.0,11702,8462,389866,39888,0.044817055552345095,0.021243799080155047,0.22682690443884473,5258,1072,1e-06,1008.8454215946709,1.1e-06,1008.8621358916475,240.65057959731237
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,0.5,39,14,25,61.31806342249969,28.74781934483427,39.14380352877522,46.61186243978668,49.21590572382137,47.8785026805929,3129.0,100.0,14831,9356,388972,36759,0.05375868491591801,0.023488180594886627,0.2874781934483427,5546,1072,1e-06,1008.8454215946709,1.5e-06,1008.9289930795542,240.6939618066198
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,1.0,39,14,25,65.23771367521367,37.87555727854235,47.9262220696083,49.27691058140465,51.71708112172102,50.46751671045051,3033.0,100.0,19540,10412,387916,32050,0.06657213092163461,0.02613926211564339,0.37875557278542354,5317,1073,1e-06,1008.8454215946709,2e-06,1009.0125645644374,240.74818956825405
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,1.5,39,14,25,64.1048994133562,46.38689668540415,53.825305608348984,49.17980696371116,54.187269430704355,51.56224870526803,2585.0,100.0,23931,13400,384928,27659,0.082972897283505,0.03364061778233014,0.4638689668540415,4727,1074,1e-06,1008.8454215946709,2.4999999999999998e-06,1009.0961360493206,240.80241732988833
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,2.0,39,14,25,64.98503134063056,53.857336693157585,58.900218345239864,49.23882138284691,56.54883356336787,52.64126360775593,2467.0,100.0,27785,14971,383357,23805,0.09503065002956095,0.037584603643228694,0.5385733669315759,4405,1074,1e-06,1008.8454215946709,3e-06,1009.1797075342039,240.8566450915226
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,2.5,39,14,25,65.36564893505403,60.379918588873814,62.77394327170135,48.42741987223128,57.1557513034289,52.43080948722366,2278.0,100.0,31150,16505,381823,20440,0.10591930085037718,0.04143570123114619,0.6037991858887382,3912,1154,1e-06,1008.8454215946709,3.4999999999999995e-06,1009.2632790190871,240.91087285315686
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,3.0,39,14,25,65.88151044186812,65.97984105446793,65.9306390850015,46.08735945262227,59.39785017143715,51.902822799901784,2229.0,100.0,34039,17628,380700,17551,0.11483648131437284,0.0442549858408146,0.6597984105446792,3568,1171,1e-06,1008.8454215946709,4e-06,1009.3468505039704,240.96510061479114
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,3.5,39,14,25,66.11692240405293,70.32564450474898,68.1563721070033,43.31129693794159,59.644482345657956,50.18231911909996,2205.0,100.0,36281,18593,379735,15309,0.1219644468547602,0.04667761241991525,0.7032564450474899,3269,1172,1e-06,1008.8454215946709,4.5e-06,1009.4304219888537,241.01932837642542
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,4.0,39,14,25,65.93679458239278,73.60534987400659,69.56035904011723,39.989149645938674,59.86930273007353,47.95032266384345,2190.0,100.0,37973,19617,378711,13617,0.12800110242310822,0.04924835813701271,0.7360534987400659,3032,1177,1e-06,1008.8454215946709,4.9999999999999996e-06,1009.513993473737,241.0735561380597
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,4.5,39,14,25,65.53759216223898,75.98371777476255,70.3751245478129,35.114285691209524,60.06793045496275,44.320095838829445,2175.0,100.0,39200,20613,377715,12390,0.13294200276494827,0.051748810025908296,0.7598371777476255,2772,1178,1e-06,1008.8454215946709,5.5e-06,1009.5975649586202,241.12778389969395
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,5.0,39,14,25,65.02254517144061,77.70691994572591,70.80110204514146,31.1172395243165,61.977949961369326,41.43248915070027,2166.0,100.0,40089,21565,376763,11501,0.13703385950328725,0.05413880018477235,0.7770691994572592,2621,1178,1e-06,1008.8454215946709,5.999999999999999e-06,1009.6811364435034,241.18201166132823
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,5.98,39,14,25,63.9606338511448,79.49021128125607,70.88482879020967,22.817691900978517,62.269861621681024,33.397470214529044,2070.0,100.0,41009,23107,375221,10581,0.14250596775412408,0.058009981723604664,0.7949021128125606,2315,2042,1e-06,1008.8454215946709,6.98e-06,1009.8449365538745,241.2882980741314
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,6.0,39,14,25,63.55849506668112,79.53867028493895,70.65630084975592,22.538982332772896,62.33104712361581,33.106583770524594,2070.0,100.0,41034,23527,374801,10556,0.14349503687338583,0.05906438914663292,0.7953867028493894,2312,2042,1e-06,1008.8454215946709,7e-06,1009.8482794132699,241.29046718459676
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,7.0,39,14,25,61.766243074947354,80.1763907734057,69.77740664827888,15.712611000286755,64.36717326614718,25.259217765973773,1881.0,100.0,41363,25604,372724,10227,0.14884267799910206,0.0642786849028941,0.801763907734057,2035,10065,1e-06,1008.8454215946709,8e-06,1010.0154223830364,241.39892270786532
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,8.0,39,14,25,60.27389302778141,80.44969955417717,68.91547459920795,13.646427230476574,64.6600175945719,22.536541578335257,1620.0,100.0,41504,27355,370973,10086,0.15304788872639014,0.06867455965937619,0.8044969955417717,1744,10070,1e-06,1008.8454215946709,9e-06,1010.1825653528028,241.50737823113386
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,9.0,39,14,25,59.17621114035712,80.62027524714091,68.25353846153847,11.41496959099274,66.56895323098408,19.488185496145803,1570.0,100.0,41592,28693,369635,9998,0.15621735516249627,0.0720336004498805,0.8062027524714092,1689,31452,1e-06,1008.8454215946709,1e-05,1010.3497083225693,241.6158337544024
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,10.0,39,14,25,58.31757901665057,80.72106997480132,67.71437166155823,11.255774630562918,66.7017844488059,19.261256049532648,1566.0,100.0,41644,29765,368563,9946,0.158715588173845,0.07472484987246691,0.8072106997480132,1685,31453,1e-06,1008.8454215946709,1.1e-05,1010.5168512923359,241.72428927767095
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,12.0,39,14,25,56.813913611496695,80.92265943012211,66.7583471920174,11.057119254599579,67.00779911346105,18.98197657217885,1556.0,100.0,41748,31734,366594,9842,0.1633230944305407,0.07966801229137796,0.8092265943012211,1670,31480,1e-06,1008.8454215946709,1.3000000000000001e-05,1010.8511372318688,241.94120032420804
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,15.0,39,14,25,55.63031020223643,81.09905020352781,65.99263401130924,10.87593635354982,67.25175398321231,18.723855596735675,1546.0,100.0,41839,33370,364958,9751,0.16716157166416992,0.08377518025345947,0.8109905020352781,1655,31480,1e-06,1008.8454215946709,1.6e-05,1011.3525661411683,242.26656689401366
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,20.0,39,14,25,54.277289950470085,81.35491374297345,65.11321237695572,10.714883009259937,67.53687491545054,18.49542381466575,1540.0,100.0,41971,35356,362972,9619,0.1718690961464089,0.08876102106806451,0.8135491374297344,1645,31481,1e-06,1008.8454215946709,2.1e-05,1012.1882809900007,242.80884451035638
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.7,25.0,39,14,25,53.11734552157774,81.54681139755766,64.33115175240076,10.505003900423564,67.77410765063105,18.190478944137013,1535.0,100.0,42070,37132,361196,9520,0.17603652221071395,0.09321965817115543,0.8154681139755766,1636,31676,1e-06,1008.8454215946709,2.6e-05,1013.0239958388332,243.3511221266991
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,0.0,39,14,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398328,51590,0.0,0.0,0.0,0,0,1e-06,1152.9661961081954,1e-06,1152.9661961081954,275.0168389085549
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,0.1,39,14,25,64.44968288713027,22.25818957162241,33.088881524918236,46.358631033175854,45.00868522919711,45.6736854530548,2538.0,96.875,11483,6334,391994,40107,0.03960054943345232,0.015901468136811873,0.22258189571622408,4623,1063,1e-06,1152.9661961081954,1.1e-06,1152.982910405172,275.02768446088174
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,0.5,39,14,25,66.9832094687586,28.30199651095173,39.79124652531749,51.82922323772519,47.114425296686974,49.35949103534084,2549.0,96.875,14601,7197,391131,36989,0.0484488284531848,0.01806802434174851,0.2830199651095173,4931,1063,1e-06,1152.9661961081954,1.5e-06,1153.0497675930787,275.07106667018917
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,1.0,39,14,25,70.19279738086577,37.4025974025974,48.80121396054628,54.13315673525083,47.90993328165878,50.831779537089126,2486.0,96.875,19296,8194,390134,32294,0.06110002267079779,0.020570986724508446,0.37402597402597404,4736,1064,1e-06,1152.9661961081954,2e-06,1153.1333390779619,275.1252944318235
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,1.5,39,14,25,68.95054352577739,45.85966272533437,55.0830587988778,53.4114168167507,53.754884198658516,53.58260010220718,2245.0,96.875,23659,10654,387674,27931,0.07626500829039959,0.026746801630816813,0.45859662725334366,4366,1065,1e-06,1152.9661961081954,2.4999999999999998e-06,1153.2169105628452,275.17952219345773
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,2.0,39,14,25,69.94710609297121,53.316534212056595,60.50993246364696,53.81708997107775,54.41198209944855,54.11290109264733,2123.0,96.875,27506,11818,386510,24084,0.08740259336145698,0.0296690164889237,0.533165342120566,4040,1065,1e-06,1152.9661961081954,3e-06,1153.3004820477283,275.233749955092
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,2.5,39,14,25,69.47245228664026,59.833301027330876,64.29359938347461,52.01209540842691,56.751583531351756,54.27857545801372,2006.0,96.875,30868,13564,384764,20722,0.09875577327424108,0.03405233877608403,0.5983330102733088,3625,1154,1e-06,1152.9661961081954,3.4999999999999995e-06,1153.3840535326117,275.2879777167263
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,3.0,39,14,25,69.38632907230054,65.44291529366156,67.3569547522145,48.998219104808115,57.29194476725807,52.821505967861796,1988.0,96.875,33762,14896,383432,17828,0.10814859596637609,0.03739631660340222,0.6544291529366156,3317,1169,1e-06,1152.9661961081954,4e-06,1153.4676250174948,275.34220547836054
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,3.5,39,14,25,69.21331897877576,69.784842023648,69.49790552670694,46.25483202474987,59.253146049267336,51.95330945540654,1917.0,96.875,36002,16014,382314,15588,0.11561217821914216,0.04020304874374887,0.69784842023648,2969,1170,1e-06,1152.9661961081954,4.5e-06,1153.5511965023782,275.3964332399948
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,4.0,39,14,25,68.64155271926151,73.07617755378949,70.78948109620423,42.44630624185732,59.492971960515796,49.54433563991032,1916.0,96.875,37700,17223,381105,13890,0.1220733555892407,0.04323823582575164,0.7307617755378949,2747,1170,1e-06,1152.9661961081954,4.9999999999999996e-06,1153.6347679872613,275.4506610016291
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,4.5,39,14,25,68.21009831928355,75.44097693351425,71.64354941140738,37.42079508523916,59.687062954707045,46.001166067303764,1889.0,96.875,38920,18139,380189,12670,0.12682088736169703,0.045537848205498985,0.7544097693351425,2476,1171,1e-06,1152.9661961081954,5.5e-06,1153.7183394721446,275.50488876326335
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,5.0,39,14,25,67.65640668286962,77.16030238418298,72.09649813904208,33.10933081199483,61.594239498981636,43.06794442888401,1886.0,96.875,39807,19030,379298,11783,0.13077271858427536,0.0477746982386375,0.7716030238418298,2331,1171,1e-06,1152.9661961081954,5.999999999999999e-06,1153.8019109570278,275.5591165248976
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,5.98,39,14,25,66.93803039273732,78.89319635588292,72.42557431891382,24.27178508153272,61.81905938097422,34.85757243073562,1850.0,96.875,40701,20103,378225,10889,0.13514462635413566,0.05046845815508827,0.7889319635588292,2085,2042,1e-06,1152.9661961081954,6.98e-06,1153.965711067399,275.6654029377008
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,6.0,39,14,25,66.79462571976967,78.92227175809265,72.35377220183568,24.080976035277367,61.85255457778157,34.66562758174154,1849.0,96.875,40716,20241,378087,10874,0.13548468832098293,0.05081490630836898,0.7892227175809265,2081,2042,1e-06,1152.9661961081954,7e-06,1153.9690539267942,275.66757204816616
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,7.0,39,14,25,65.8514260020555,79.48633456096142,72.02929862465089,16.758577902713935,62.046723072064935,26.389464397683206,1717.0,96.875,41007,21265,377063,10583,0.1384074431340822,0.05338565202546645,0.7948633456096142,1859,10065,1e-06,1152.9661961081954,8e-06,1154.136196896561,275.7760275714347
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,8.0,39,14,25,65.07376218817272,79.68792401628222,71.64316957984072,14.401849859463583,62.224655868496995,23.3900826577267,1562.0,96.875,41111,22065,376263,10479,0.14041669815388583,0.05539404711694885,0.7968792401628223,1680,10070,1e-06,1152.9661961081954,9e-06,1154.3033398663274,275.8844830947033
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,9.0,39,14,25,64.53200426305561,79.8100407055631,71.36246251971507,12.34875582477085,64.05973642945152,20.70602416114972,1429.0,96.875,41174,22630,375698,10416,0.14181250805702372,0.05681247615030829,0.7981004070556309,1539,31351,1e-06,1152.9661961081954,1e-05,1154.4704828360939,275.9929386179718
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,10.0,39,14,25,64.14894610666583,79.87594495057182,71.15377974237663,12.338118326507447,64.14580660217318,20.695552764711596,1408.0,96.875,41208,23030,375298,10382,0.1427771282767082,0.05781667369604949,0.7987594495057182,1521,31352,1e-06,1152.9661961081954,1.1e-05,1154.6376258058604,276.10139414124035
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,12.0,39,14,25,63.454327514138186,80.036828842799,70.78740292468841,12.26755250406064,64.37790823850737,20.60811851780973,1404.0,96.875,41291,23781,374547,10299,0.1446307993901111,0.05970205458817859,0.8003682884279899,1509,31366,1e-06,1152.9661961081954,1.3000000000000001e-05,1154.9719117453933,276.3183051877774
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,15.0,39,14,25,62.51359680928209,80.20740453576275,70.263707527466,12.13803850115229,66.32072664847996,20.520423229919253,1401.0,96.875,41379,24813,373515,10211,0.14712014189252265,0.06229288425619088,0.8020740453576275,1501,31375,1e-06,1152.9661961081954,1.6e-05,1155.4733406546927,276.64367175758304
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,20.0,39,14,25,61.88224413383654,80.41093235123085,69.9402328306372,12.060581173396368,66.56412427252036,20.421113681042545,1403.0,96.875,41484,25553,372775,10106,0.14899826190550278,0.0641506497158121,0.8041093235123086,1499,31380,1e-06,1152.9661961081954,2.1e-05,1156.3090555035253,277.1859493739258
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.8,25.0,39,14,25,61.48951597389721,80.54661756154293,69.7396134900855,11.926978570442577,66.74511541449304,20.23760957431255,1403.0,96.875,41554,26025,372303,10036,0.15020292586649123,0.0653356028197867,0.8054661756154293,1492,31575,1e-06,1152.9661961081954,2.6e-05,1157.1447703523577,277.72822699026847
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.9,0.0,39,14,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398328,51590,0.0,0.0,0.0,0,0,1e-06,1297.08697062172,1e-06,1297.08697062172,309.39394377212426
