variant,S,G,num_monitored,monitored_sensors,monitored_actuators,Precision,Recall,F1,eTaP,eTaR,eTaF1,FPA,Scen,TP,FP,TN,FN,system_total_alarm_rate,system_benign_alarm_rate,system_attack_alarm_rate,system_num_alarm_intervals,system_longest_alarm_interval,threshold_min,threshold_max,growth_cap_min,growth_cap_max,max_test_cusum_max
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,9.0,39,14,25,50.64973736555618,82.42682690443884,62.74428795915807,8.860003979320041,71.31051659194007,15.761690363738301,2339.0,100.0,42524,41433,356895,9066,0.18660511470979158,0.10401729228173766,0.8242682690443884,2466,31915,1e-06,288.24154902704885,1e-05,289.7458357549473,69.73030943655561
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,10.0,39,14,25,49.91382645703633,82.52180655165729,62.20348765003689,8.78736440286736,71.44995650580246,15.649994224013735,2326.0,100.0,42573,42720,355608,9017,0.18957454469481105,0.10724829788515997,0.825218065516573,2452,31916,1e-06,288.24154902704885,1.1e-05,289.91297872471375,69.83876495982416
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,12.0,39,14,25,48.52068989024473,82.77767009110293,61.18019540987364,8.618447114699485,71.8649551155974,15.391106685370143,2279.0,100.0,42705,45309,353019,8885,0.19562231339933053,0.11374796649996988,0.8277767009110293,2395,31946,1e-06,288.24154902704885,1.3000000000000001e-05,290.24726466424676,70.05567600636124
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,15.0,39,14,25,46.68025150105155,83.03547199069587,59.763251696789176,8.592456000311152,72.22955095744223,15.3579269282057,2217.0,100.0,42838,48931,349397,8752,0.20396827866411213,0.12284097527665643,0.8303547199069587,2331,31949,1e-06,288.24154902704885,1.6e-05,290.74869357354623,70.38104257616688
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,20.0,39,14,25,44.28312719939086,83.42120566001164,57.85476152067538,8.810741839198382,77.92546503082056,15.83147753082948,1977.0,100.0,43037,54149,344179,8553,0.2160082503922937,0.13594073226085035,0.8342120566001163,2079,32134,1e-06,288.24154902704885,2.1e-05,291.58440842237866,70.92332019250958
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.2,25.0,39,14,25,42.28661996634446,83.77980228726497,56.204730757727475,8.976662705830984,78.44920792101075,16.109924304953015,1801.0,100.0,43222,58990,339338,8368,0.22717917487186554,0.1480940330581832,0.8377980228726497,1895,32139,1e-06,288.24154902704885,2.6e-05,292.42012327121114,71.4655978088523
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.3,0.0,39,14,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398328,51590,0.0,0.0,0.0,0,0,1e-06,432.3623235405733,1e-06,432.3623235405733,103.13131459070807
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.3,0.1,39,14,25,46.35818658673661,23.98333010273309,31.612161471640267,33.38715306285086,50.46089649806691,40.185685508298526,4122.0,100.0,12373,14317,384011,39217,0.05932192088336097,0.035942740655941836,0.2398333010273309,6298,1105,1e-06,432.3623235405733,1.1e-06,432.37903783754996,103.14216014303493
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.3,0.5,39,14,25,50.18869141695965,30.160883892227176,37.678737907570856,38.97257635564516,56.01344242794135,45.96441012943468,4085.0,100.0,15560,15443,382885,36030,0.06890811214487973,0.03876955674720331,0.30160883892227175,6560,1105,1e-06,432.3623235405733,1.5e-06,432.44589502545654,103.18554235234234
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate_dense,0.3,1.0,39,14,25,54.71113982663005,39.393293273890286,45.80553552109629,41.843360527684936,56.825928435514705,48.197120620469875,3923.0,100.0,20323,16823,381505,31267,0.08256171124516024,0.04223403828001045,0.3939329327389029,6247,1107,1e-06,432.3623235405733,2e-06,432.5294665103398,103.23977011397662
