variant,target,variable_type,source,S,G,complexity,equation,holdout_r2,residual_tail_ratio,delta,threshold,growth_cap,max_train_cusum,max_test_cusum,total_alarm_rate,benign_alarm_rate,attack_alarm_rate,num_alarm_intervals,longest_alarm_interval
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT504,sensor,no_holdout_quality_gate,1.0,5.98,7.0,FIT502 * (0.006901001 - (FIT504 * 0.022353666)),0.0006818953951246431,34.63391625029279,0.0006375541651170856,0.6870304022802411,0.6908429761876413,0.6870304022802411,0.6908429761876413,0.0035695393382794197,0.0003916370428390673,0.028106222136072882,4,526
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,PIT503,sensor,no_holdout_quality_gate,1.0,5.98,15.0,((((UV401 * P402) * P402) + -0.97898483) * (FIT503 + -0.9433507)) * (FIT401 + -1.7066069),-0.16917589053297233,14.725584363887497,0.11122263994287224,237.239799629986,237.90491101684438,237.239799629986,237.90491101684438,0.004291893189425629,0.0003464481532807134,0.03475479744136461,7,588
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT601,sensor,no_holdout_quality_gate,1.0,5.98,7.0,((P602 - FIT601) + -0.99994063) * FIT301,0.4916735207848195,10.255337304276727,0.01008498507082207,2.289475514628716,2.349783725352232,2.289475514628716,2.349783725352232,0.0005134268911223823,6.778333433753088e-05,0.003954254700523357,10,45
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV101,actuator,actuator_persistence,1.0,5.98,1.0,MV101,,,0.050778100568907185,2.5937751954487425,2.8974282368508075,2.5937751954487425,2.5937751954487425,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P101,actuator,actuator_persistence,1.0,5.98,1.0,P101,,,0.02283152133090779,0.9771684786690922,1.1137009762279209,0.9771684786690922,0.9771684786690922,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P102,actuator,actuator_persistence,1.0,5.98,1.0,P102,,,1e-06,1e-06,6.98e-06,0.0,6.98e-06,0.00010668610724620931,6.0251852744471894e-05,0.00046520643535568907,8,6
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV201,actuator,actuator_persistence,1.0,5.98,1.0,MV201,,,0.05142405563146907,2.640031610579716,2.9475474632559013,2.640031610579716,2.640031610579716,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P202,actuator,actuator_persistence,1.0,5.98,1.0,P202,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P203,actuator,actuator_persistence,1.0,5.98,1.0,P203,,,0.022831521330907788,0.9771684786690922,1.1137009762279209,0.9771684786690922,0.9771684786690922,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P204,actuator,actuator_persistence,1.0,5.98,1.0,P204,,,1e-06,1e-06,6.98e-06,0.0,6.98e-06,2.6671526811552328e-05,0.0,0.00023260321767784454,2,6
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P205,actuator,actuator_persistence,1.0,5.98,1.0,P205,,,0.024826988305938616,1.5282872221871655,1.6767526122566785,1.5282872221871655,0.9751730116940613,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P206,actuator,actuator_persistence,1.0,5.98,1.0,P206,,,1e-06,1e-06,6.98e-06,0.0,6.98e-06,2.6671526811552328e-05,0.0,0.00023260321767784454,2,6
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV301,actuator,actuator_persistence,1.0,5.98,1.0,MV301,,,0.05237923317467451,3.538176040790302,3.8514038551748553,3.538176040790302,3.538176040790302,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV302,actuator,actuator_persistence,1.0,5.98,1.0,MV302,,,0.07240099292831928,2.5655940424300847,2.998551980141434,2.5655940424300847,2.998551980141434,0.00013335763405776163,0.0,0.0011630160883892228,9,12
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV303,actuator,actuator_persistence,1.0,5.98,1.0,MV303,,,0.052379233174674536,2.580966134602604,2.8941939489871578,2.580966134602604,2.580966134602603,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV304,actuator,actuator_persistence,1.0,5.98,1.0,MV304,,,0.07247943385085219,2.4926439630440353,2.9260709774721314,2.4926439630440353,2.4926439630440353,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P301,actuator,actuator_persistence,1.0,5.98,1.0,P301,,,0.004036284484333829,2.4995007239426092,2.5236377051589254,2.4995007239426092,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P302,actuator,actuator_persistence,1.0,5.98,1.0,P302,,,0.0321976659636582,2.710221006327076,2.902763048789752,2.710221006327076,0.9678023340363417,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P401,actuator,actuator_persistence,1.0,5.98,1.0,P401,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P402,actuator,actuator_persistence,1.0,5.98,1.0,P402,,,0.0014233583151173907,0.9985766416848826,1.0070883244092845,0.9985766416848826,1.0070883244092845,9.335034384043314e-05,0.0,0.0008141112618724559,4,19
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P403,actuator,actuator_persistence,1.0,5.98,1.0,P403,,,1e-06,1e-06,6.98e-06,0.0,6.98e-06,2.6671526811552328e-05,3.0125926372235947e-05,0.0,2,6
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P404,actuator,actuator_persistence,1.0,5.98,1.0,P404,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,UV401,actuator,actuator_persistence,1.0,5.98,1.0,UV401,,,0.001423358315117391,0.9985766416848826,1.0070883244092845,0.9985766416848826,1.0070883244092845,5.778830809169671e-05,4.518888955835392e-05,0.0001550688117852297,4,8
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P501,actuator,actuator_persistence,1.0,5.98,1.0,P501,,,0.0014233583151173938,0.9985766416848826,1.0070883244092845,0.9985766416848826,1.0070883244092845,6.001093532599274e-05,4.518888955835392e-05,0.0001744524132583834,4,9
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P502,actuator,actuator_persistence,1.0,5.98,1.0,P502,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P601,actuator,actuator_persistence,1.0,5.98,1.0,P601,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P602,actuator,actuator_persistence,1.0,5.98,1.0,P602,,,0.023252724092464913,1.3024182772260522,1.4414695672989923,1.3024182772260522,1.4414695672989923,2.6671526811552328e-05,0.0,0.00023260321767784454,2,6
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,P603,actuator,actuator_persistence,1.0,5.98,1.0,P603,,,1e-06,1e-06,6.98e-06,0.0,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT101,sensor,no_holdout_quality_gate,1.0,9.0,5.0,(LIT101 * -5.3608805e-5) + 0.031951737,-0.02073055819816272,4.142017125521039,0.03810283754570068,2.1334046089692884,2.4763301468805947,2.1334046089692884,2.1797146193093173,8.89050893718411e-06,0.0,7.753440589261485e-05,1,4
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,LIT101,sensor,no_holdout_quality_gate,1.0,9.0,5.0,(FIT201 - FIT101) * -0.19228067,0.40181479216081095,4.537950991815633,0.45541297011116505,7.342065496345566,11.440782227346052,7.342065496345566,11.440782227346052,0.0051609404380353755,0.0003263642023658894,0.042488854429152935,12,1060
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT201,sensor,no_holdout_quality_gate,1.0,9.0,3.0,FIT301 * 0.0019161832,-0.028412093537082406,1.72743861513076,0.02363255310208697,2.2033478139145313,2.416040791833314,2.2033478139145313,2.416040791833314,0.00011113136171480136,8.786728525235485e-05,0.0002907540220973057,4,17
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,DPIT301,sensor,no_holdout_quality_gate,1.0,9.0,7.0,P302 - ((FIT301 * 0.4284513) - -1.027144),0.43800956563704907,25.153209621175467,0.16714296976649062,1441.2077451352443,1442.7120318631428,1441.2077451352443,63.35953520982656,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT301,sensor,no_holdout_quality_gate,1.0,9.0,3.0,MV303 * -0.0026802947,-0.010334711974421706,19.166696097155796,0.02845999811762023,2.1260029059971055,2.3821428890556877,2.1260029059971055,2.3821428890556877,0.0006201129983685916,0.0,0.005408024811009886,11,51
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,LIT301,sensor,no_holdout_quality_gate,1.0,9.0,5.0,(FIT301 - FIT201) * -0.18929929,0.336680080211637,4.001021228958368,0.35900655586676056,3.461929007069731,6.692988009870576,3.461929007069731,6.692988009870576,0.006038878195582306,0.0003866160551103613,0.04968017057569296,12,1162
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,AIT401,sensor,no_holdout_quality_gate,1.0,9.0,9.0,(FIT301 * (MV304 * (MV304 * 1.11552225e-7))) * AIT401,-0.0007011429606935682,4.054639083289264,0.09907165330484896,147.5352886181464,148.42693349789005,147.5352886181464,0.0,0.0,0.0,0.0,0,0
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,LIT401,sensor,no_holdout_quality_gate,1.0,9.0,5.0,(DPIT301 * 0.022688651) - 0.38223073,0.2947958211021037,3.951397925657353,0.3366300543860994,26.577115999840423,29.60678648931532,26.577115999840423,29.60678648931532,0.0743557714961393,0.00037657407965294935,0.6455514634619112,13,31128
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,AIT504,sensor,no_holdout_quality_gate,1.0,9.0,7.0,((FIT504 * 3.598646) - 1.1120417) * PIT502,-0.04966050508977915,38.574280505575615,0.10845552326854281,343.7710486356936,344.7471483451105,343.7710486356936,344.7471483451105,0.00036228823919025246,0.00040921049988953826,0.0,2,152
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT501,sensor,no_holdout_quality_gate,1.0,9.0,3.0,AIT504 * 6.7863766e-6,-0.011206098840220724,34.72298697833636,0.0013179223851327868,1.5784808868094178,1.5903421882756128,1.5784808868094178,1.5903421882756128,0.00023337585960108285,0.0001682030889116507,0.000736576855979841,3,67
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT502,sensor,no_holdout_quality_gate,1.0,9.0,5.0,(P402 - UV401) * 0.20704994,-9.542144852048295e-12,4.050449108763439,0.011624436868351438,0.9618822646399326,1.0665021964550956,0.9618822646399326,1.0665021964550956,0.0032072510990891674,0.00025104938643529955,0.026032176778445434,7,594
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT504,sensor,no_holdout_quality_gate,1.0,9.0,7.0,FIT502 * (0.006901001 - (FIT504 * 0.022353666)),0.0006818953951246431,34.63391625029279,0.0006375541651170856,0.6870304022802411,0.692768389766295,0.6870304022802411,0.692768389766295,0.0036095466284967485,0.0004368259323974212,0.028106222136072882,4,531
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,PIT503,sensor,no_holdout_quality_gate,1.0,9.0,15.0,((((UV401 * P402) * P402) + -0.97898483) * (FIT503 + -0.9433507)) * (FIT401 + -1.7066069),-0.16917589053297233,14.725584363887497,0.11122263994287224,237.239799629986,238.24080338947186,237.239799629986,238.24080338947186,0.004360794633688806,0.00041172099375389126,0.03485171544873037,8,596
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,FIT601,sensor,no_holdout_quality_gate,1.0,9.0,7.0,((P602 - FIT601) + -0.99994063) * FIT301,0.4916735207848195,10.255337304276727,0.01008498507082207,2.289475514628716,2.3802403802661147,2.289475514628716,2.3802403802661147,0.0005801057081512631,8.284629752364885e-05,0.004419461135879046,9,49
geco_matched_plus_all_actuator_persistence_no_holdout_quality_gate,MV101,actuator,actuator_persistence,1.0,9.0,1.0,MV101,,,0.050778100568907185,2.5937751954487425,3.050778100568907,2.5937751954487425,2.5937751954487425,0.0,0.0,0.0,0,0
