complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,equation_features,evaluation_error
1,0.40215883,0.00380873,0.0,0.00380873000000000,PySRFunction(X=>0.00380873000000000),0.40215885539815915,0.6341599604186307,0.45069797633312664,-1.927295656400929e-09,[],
3,0.40213367,P1_LCV01D * 0.00050967804,3.128215171497577e-05,P1_LCV01D*0.00050967804,PySRFunction(X=>V20*0.00050967804),0.4021336655203443,0.6341400992843335,0.4509922515766027,6.263470876322064e-05,"[""P1_LCV01D""]",
5,0.38884342,(P1_B3005 - P1_FT03Z) * 0.028644893,0.01680390124060668,(-P1_FT03Z + P1_B3005)*0.028644893,PySRFunction(X=>(-V19 + V3)*0.028644893),0.3888434334071405,0.6235731179317631,0.4544236871679669,0.03310985463298932,"[""P1_B3005"", ""P1_FT03Z""]",
7,0.38875034,(P1_B3005 - P1_FT03Z) * (P4_HT_FD + 0.028778162),0.0001197026072386985,(-P1_FT03Z + P1_B3005)*(P4_HT_FD + 0.028778162),PySRFunction(X=>(-V19 + V3)*(V67 + 0.028778162)),0.38875037831677106,0.623498499049333,0.4544160461559003,0.03334124352148371,"[""P1_B3005"", ""P1_FT03Z"", ""P4_HT_FD""]",
9,0.38760683,(P1_B3005 - P1_FT03Z) * ((P1_FCV03D * -0.0018122938) + 0.12860657),0.0014729184853718136,(0.12860657 + P1_FCV03D*(-0.0018122938))*(-P1_FT03Z + P1_B3005),PySRFunction(X=>(0.12860657 + V12*(-0.0018122938))*(-V19 + V3)),0.3876068638191285,0.6225808090674885,0.45470594265940995,0.03618468333263569,"[""P1_B3005"", ""P1_FCV03D"", ""P1_FT03Z""]",
11,0.3875929,((P1_B3005 - P1_FT03Z) * ((P1_FCV03D * -0.0018122938) + 0.12860657)) - -0.007939575,1.7969562504207964e-05,(0.12860657 + P1_FCV03D*(-0.0018122938))*(-P1_FT03Z + P1_B3005) - 1*(-0.007939575),PySRFunction(X=>(0.12860657 + V12*(-0.0018122938))*(-V19 + V3) - 1*(-0.007939575)),0.38759291809218155,0.6225696090335454,0.4547930212676444,0.03621936049263519,"[""P1_B3005"", ""P1_FCV03D"", ""P1_FT03Z""]",
