complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,equation_features,evaluation_error
1,0.09170321,-9.7690936e-5,0.0,-9.76909360000000e-5,PySRFunction(X=>-0.0000976909360000000),0.09170321146564286,0.3028253811450468,0.24076837583985758,-3.534867820675913e-08,[],
3,0.09034795,P2_VXT03 * -0.02713624,0.007444528431077217,P2_VXT03*(-0.02713624),PySRFunction(X=>V57*(-0.02713624)),0.09034796160252256,0.3005793765422414,0.23917597412245484,0.014778617321891896,"[""P2_VXT03""]",
5,0.053306382,(P2_VXT02 * -0.41839713) - 1.3804197,0.26380613295022987,P2_VXT02*(-0.41839713) - 1*1.3804197,PySRFunction(X=>V56*(-0.41839713) - 1*1.3804197),0.053306385922091394,0.2308817574475978,0.17693518483120463,0.4187075135708499,"[""P2_VXT02""]",
7,0.049928308,(P2_VYT03 - 3.3509488) + (P2_VYT02 * -0.7272816),0.03273396242189248,P2_VYT02*(-0.7272816) + P2_VYT03 - 1*3.3509488,PySRFunction(X=>V58*(-0.7272816) + V59 - 1*3.3509488),0.049928313734394526,0.223446444890928,0.17120203611125118,0.45554452563528425,"[""P2_VYT02"", ""P2_VYT03""]",
9,0.047401994,((P2_VYT02 * -0.7795113) + (P2_VYT03 - 3.1416702)) * 0.7888609,0.025961920584569805,(P2_VYT02*(-0.7795113) + P2_VYT03 - 1*3.1416702)*0.7888609,PySRFunction(X=>(V58*(-0.7795113) + V59 - 1*3.1416702)*0.7888609),0.047401995538839774,0.21771999342926632,0.17130004528950335,0.4830933785541731,"[""P2_VYT02"", ""P2_VYT03""]",
11,0.046999954,((P2_VYT03 + ((P2_VYT02 * -0.7647677) - 3.185414)) * 0.20033409) * P2_VYT02,0.004258836170295572,(P2_VYT02*(-0.7647677) + P2_VYT03 - 1*3.185414)*0.20033409*P2_VYT02,PySRFunction(X=>(V58*(-0.7647677) + V59 - 1*3.185414)*0.20033409*V58),0.04699995099002525,0.21679472085368048,0.16880723302688141,0.4874775713932309,"[""P2_VYT02"", ""P2_VYT03""]",
