complexity,loss,equation,score,sympy_format,lambda_format,fit_mse,fit_rmse,fit_mae,fit_r2_against_constant,equation_features,evaluation_error
1,8465.533,P1_PIT01,0.0,P1_PIT01,PySRFunction(X=>V27),8465.532410803344,92.00832794265605,30.725968761705833,4.628180460908293e-05,"[""P1_PIT01""]",
3,7952.064,P3_FIT01 * 0.010008502,0.03128573057093641,P3_FIT01*0.010008502,PySRFunction(X=>V60*0.010008502),7952.064560994392,89.17434923224499,27.41209381194097,0.060697409303101524,"[""P3_FIT01""]",
5,7323.117,(P3_PIT01 - P3_FIT01) * -0.021707641,0.0411977303008703,(-P3_FIT01 + P3_PIT01)*(-0.021707641),PySRFunction(X=>(-V60 + V66)*(-0.021707641)),7323.117924246599,85.57521793280225,27.136275985017136,0.13498895972701164,"[""P3_FIT01"", ""P3_PIT01""]",
7,6547.7334,(P3_PIT01 * -2.7728362e-5) * (P2_RTR - P3_FIT01),0.05595855652595713,P3_PIT01*(-2.7728362e-5)*(P2_RTR - P3_FIT01),PySRFunction(X=>V66*(-2.7728362e-5)*(V47 - V60)),6547.7342106533,80.91807097708953,28.605149210599333,0.2265777446741113,"[""P2_RTR"", ""P3_FIT01"", ""P3_PIT01""]",
9,6394.993,P3_PIT01 * (((P4_LD * P2_VTR02) - P3_FIT01) * -2.6801095e-5),0.01180180176646121,P3_PIT01*(P2_VTR02*P4_LD - P3_FIT01)*(-2.6801095e-5),PySRFunction(X=>V66*(V53*V71 - V60)*(-2.6801095e-5)),6394.993977820035,79.96870624075417,28.224282297671788,0.2446195117276212,"[""P2_VTR02"", ""P3_FIT01"", ""P3_PIT01"", ""P4_LD""]",
11,6393.343,(P3_PIT01 * -2.6192172e-5) * (((P4_LD * P2_VTR02) - P3_FIT01) + P1_B4002),0.00012902382367468824,P3_PIT01*(-2.6192172e-5)*(P1_B4002 + P2_VTR02*P4_LD - P3_FIT01),PySRFunction(X=>V66*(-2.6192172e-5)*(V4 + V53*V71 - V60)),6393.343276677164,79.95838465525154,27.969033053649387,0.24481449352738816,"[""P1_B4002"", ""P2_VTR02"", ""P3_FIT01"", ""P3_PIT01"", ""P4_LD""]",
13,6344.4688,((P4_LD * (((P4_LD * P2_VTR02) - P3_FIT01) * -0.09122282)) * P3_PIT01) * 9.891442e-7,0.0038369572900807123,P4_LD*(P2_VTR02*P4_LD - P3_FIT01)*(-0.09122282)*P3_PIT01*9.891442e-7,PySRFunction(X=>V71*(V53*V71 - V60)*(-0.09122282)*V66*9.891442e-7),6344.468775701122,79.65217370355388,29.19710192449464,0.25058757862166636,"[""P2_VTR02"", ""P3_FIT01"", ""P3_PIT01"", ""P4_LD""]",
15,6343.281,(((P4_LD * (((P4_LD * P2_VTR02) - P3_FIT01) * -0.09122282)) * P3_PIT01) * 9.891442e-7) - -0.4562091,9.361786149577574e-05,P4_LD*(P2_VTR02*P4_LD - P3_FIT01)*(-0.09122282)*P3_PIT01*9.891442e-7 - 1*(-0.4562091),PySRFunction(X=>V71*(V53*V71 - V60)*(-0.09122282)*V66*9.891442e-7 - 1*(-0.4562091)),6343.2805028284165,79.64471421775846,29.425256733577537,0.2507279381194075,"[""P2_VTR02"", ""P3_FIT01"", ""P3_PIT01"", ""P4_LD""]",
