dataset,variant,S,G,point_kind,num_monitored,monitored_symbolic,monitored_persistence,Precision,Recall,F1,eTaP,eTaR,eTaF1,FPA,Scen,TP,FP,TN,FN
HAI,without_geco_ignored,0.2,6.0,grid,47,45,2,3.6023060949866936,93.6515032971946,6.937751502806895,1.325319970286521,96.71689180037806,2.614808985886933,11286.0,100.0,8379,224222,168831,568
HAI,without_geco_ignored,0.2,7.0,grid,47,45,2,3.572946777758885,93.94210349837935,6.884068357447366,1.2890024303546366,96.85314583684604,2.544145254112187,11104.0,100.0,8405,226835,166218,542
HAI,without_geco_ignored,0.2,8.0,grid,47,45,2,3.5532267379363547,94.2103498379345,6.848168730298008,1.2544034246024356,96.95282762044292,2.4767617964137467,10955.0,100.0,8429,228792,164261,518
HAI,without_geco_ignored,0.2,9.0,grid,47,45,2,3.543422529783348,94.54565776237844,6.8308360688171,1.2634107922679887,97.07783912585452,2.494358974362765,10845.0,100.0,8459,230265,162788,488
HAI,without_geco_ignored,0.2,10.0,grid,47,45,2,3.5362860036425623,94.8362579635632,6.818327922599724,1.2037309210487894,97.18687497058032,2.378008458470997,10742.0,100.0,8485,231456,161597,462
HAI,without_geco_ignored,0.2,12.0,grid,47,45,2,3.5343155940799176,95.33921985022911,6.815957170538764,1.113128317460034,97.34185136228328,2.201086660680841,10640.0,100.0,8530,232818,160235,417
HAI,without_geco_ignored,0.2,15.0,grid,47,45,2,3.5284025059700324,95.61864312059907,6.80567046394705,1.0698073432514694,97.45428042215264,2.116382037967285,10556.0,100.0,8555,233906,159147,392
HAI,without_geco_ignored,0.2,20.0,grid,47,45,2,3.522435069329101,95.99865876830222,6.795525033229952,0.9830930587078502,97.61575493791771,1.94658199461474,10466.0,100.0,8589,235248,157805,358
HAI,without_geco_ignored,0.2,25.0,grid,47,45,2,3.5193907286930544,96.37867441600535,6.790806462409583,0.8933022505270245,97.82445767716104,1.7704374220728971,10386.0,100.0,8623,236391,156662,324
HAI,without_geco_ignored,0.3,0.1,grid,47,45,2,6.141211586507145,83.24578070861742,11.43857601400642,2.4299592755606394,91.6640103562706,4.73441205789994,15679.0,100.0,7448,113831,279222,1499
HAI,without_geco_ignored,0.3,0.5,grid,47,45,2,5.511617305479779,85.13468201631832,10.35298275182472,2.3233909768133727,92.58171540005712,4.533023151024457,12357.0,100.0,7617,130582,262471,1330
