dataset,variant,S,G,point_kind,num_monitored,monitored_symbolic,monitored_persistence,Precision,Recall,F1,eTaP,eTaR,eTaF1,FPA,Scen,TP,FP,TN,FN
HAI,without_geco_ignored,0.7,9.0,grid,47,45,2,22.01440165985232,80.64155582876941,34.58689868411592,13.881784492020044,90.68397199405524,24.07777456799625,968.0,100.0,7215,25559,367494,1732
HAI,without_geco_ignored,0.7,10.0,grid,47,45,2,21.873397870864626,81.06627919973175,34.45114710492566,13.712026777628218,90.86589119727368,23.828271921976704,947.0,100.0,7253,25906,367147,1694
HAI,without_geco_ignored,0.7,12.0,grid,47,45,2,21.654997193417827,81.92690287247122,34.25553790073839,13.259998696470465,91.2590595086189,23.155490126038732,959.0,100.0,7330,26519,366534,1617
HAI,without_geco_ignored,0.7,15.0,grid,47,45,2,21.1639151955595,82.67575723706271,33.70085197503303,11.934175962092988,91.59844997353142,21.117053874762288,959.0,100.0,7397,27554,365499,1550
HAI,without_geco_ignored,0.7,20.0,grid,47,45,2,20.36144906235541,83.61461942550575,32.74820521800035,10.531987822545265,92.01620488920824,18.900646100979927,941.0,100.0,7481,29260,363793,1466
HAI,without_geco_ignored,0.7,25.0,grid,47,45,2,19.76102700865427,84.47524309824523,32.02949527482307,8.717117473531175,92.42488470415978,15.93163196489391,940.0,100.0,7558,30689,362364,1389
HAI,without_geco_ignored,0.8,0.1,grid,47,45,2,42.60254404462282,70.00111769308148,52.96853856562923,20.41044081856389,83.38875758379346,32.79411262888777,1569.0,100.0,6263,8438,384615,2684
HAI,without_geco_ignored,0.8,0.5,grid,47,45,2,39.59752321981424,71.47647256063485,50.9622664063434,21.325688032338245,84.10396175180172,34.02410715154331,1184.0,100.0,6395,9755,383298,2552
HAI,without_geco_ignored,0.8,1.0,grid,47,45,2,36.86366952910142,73.41008159159495,49.080854879689134,26.725226048662535,86.0753440286541,40.786726960784506,571.0,100.0,6568,11249,381804,2379
HAI,without_geco_ignored,0.8,1.5,grid,47,45,2,35.94909287841863,74.19246674863082,48.43134393696191,27.666936374426783,86.50029511473751,41.92443190734153,516.0,100.0,6638,11827,381226,2309
HAI,without_geco_ignored,0.8,2.0,grid,47,45,2,35.259842519685044,75.0754442829999,47.98371254062936,26.88775318932543,86.92611995392053,41.071408862170166,533.0,100.0,6717,12333,380720,2230
HAI,without_geco_ignored,0.8,2.5,grid,47,45,2,34.74250576479631,75.77959092433217,47.64247066263791,26.766297358591125,87.25902019987106,40.966356102302754,487.0,100.0,6780,12735,380318,2167
HAI,without_geco_ignored,0.8,3.0,grid,47,45,2,34.339831189710615,76.39432211914608,47.38137326262522,26.76221186538077,87.54128188513602,40.99259359281725,473.0,100.0,6835,13069,379984,2112
HAI,without_geco_ignored,0.8,3.5,grid,47,45,2,33.96533846837506,76.8861070749972,47.11643835616439,26.21495028641429,87.80125737393932,40.37505972833453,479.0,100.0,6879,13374,379679,2068
HAI,without_geco_ignored,0.8,4.0,grid,47,45,2,33.613854161599455,77.23259193025595,46.84110629067245,25.56973845711043,89.0724131492505,39.73334896557626,480.0,100.0,6910,13647,379406,2037
HAI,without_geco_ignored,0.8,4.5,grid,47,45,2,33.29652391012099,77.51201520062591,46.58270361041142,24.60579334903417,89.19075701952066,38.57075330945492,475.0,100.0,6935,13893,379160,2012
HAI,without_geco_ignored,0.8,5.0,grid,47,45,2,32.99218194740583,77.82496926344025,46.33967789165447,25.103970567157152,89.35668459098054,39.1961338479415,459.0,100.0,6963,14142,378911,1984
HAI,without_geco_ignored,0.8,6.0,grid,47,45,2,32.5052240538658,78.2385157035878,45.92874483301621,24.951277131916985,89.54206411006352,39.0274025081011,441.0,100.0,7000,14535,378518,1947
HAI,without_geco_ignored,0.8,7.0,grid,47,45,2,32.0712593402588,78.67441600536492,45.56724389059718,24.559772668612585,89.74253283951859,38.56538493158014,457.0,100.0,7039,14909,378144,1908
HAI,without_geco_ignored,0.8,8.0,grid,47,45,2,31.59867892528787,79.13267016877165,45.16314228303512,23.509659873246477,89.95873558882647,37.27732762428165,457.0,100.0,7080,15326,377727,1867
HAI,without_geco_ignored,0.8,9.0,grid,47,45,2,31.23821220228957,79.60210126299319,44.86864486864487,23.77057651136697,90.17541663440208,37.623466720945245,448.0,100.0,7122,15677,377376,1825
HAI,without_geco_ignored,0.8,10.0,grid,47,45,2,30.981223500908538,80.03800156477031,44.67109572377655,23.458378609741,90.36972235207648,37.24787014593687,431.0,100.0,7161,15953,377100,1786
HAI,without_geco_ignored,0.8,12.0,grid,47,45,2,30.541476600777155,80.82038672180619,44.33068693866291,23.481364129886916,90.73750784381184,37.30802843876167,439.0,100.0,7231,16445,376608,1716
HAI,without_geco_ignored,0.8,15.0,grid,47,45,2,29.717942447216107,81.49100257069408,43.553059944446105,21.388604959464747,91.05373557906556,34.64019640745285,444.0,100.0,7291,17243,375810,1656
HAI,without_geco_ignored,0.8,20.0,grid,47,45,2,28.323988017512864,82.42986475913713,42.16092611119051,18.745855540771807,91.4714904947424,31.115090475160027,441.0,100.0,7375,18663,374390,1572
HAI,without_geco_ignored,0.8,25.0,grid,47,45,2,27.17264508603091,83.31284229350621,40.97968608263009,14.523312186806317,91.88492090351814,25.08214548415692,445.0,100.0,7454,19978,373075,1493
HAI,without_geco_ignored,0.9,0.1,grid,47,45,2,53.92882311486963,68.42517044819493,60.31824227794472,28.65951677682828,82.73147477105817,42.57155908615081,1017.0,100.0,6122,5230,387823,2825
HAI,without_geco_ignored,0.9,0.5,grid,47,45,2,50.50391034427155,70.01229462389628,58.67915690866511,29.62520483260305,83.49759894363447,43.73359551145285,779.0,100.0,6264,6139,386914,2683
HAI,without_geco_ignored,0.9,1.0,grid,47,45,2,47.27419473182185,72.01296523974517,57.07831325301205,36.27050578865549,84.36660558859505,50.73098023378903,354.0,100.0,6443,7186,385867,2504
HAI,without_geco_ignored,0.9,1.5,grid,47,45,2,46.0559796437659,72.82888118922544,56.42779822472397,37.64078008665152,84.78138900208299,52.134962852278434,300.0,100.0,6516,7632,385421,2431
HAI,without_geco_ignored,0.9,2.0,grid,47,45,2,45.03207315408762,73.75656644685368,55.92135926443794,36.30087817250903,85.2141131625671,50.913012567525584,324.0,100.0,6599,8055,384998,2348
HAI,without_geco_ignored,0.9,2.5,grid,47,45,2,44.30934821606537,74.53895160388957,55.57963163596966,36.09884015628551,86.67480326212696,50.969569386710525,277.0,100.0,6669,8382,384671,2278
HAI,without_geco_ignored,0.9,3.0,grid,47,45,2,43.72035605223832,75.20956745277746,55.296244555838605,36.217566435560975,86.98757629916399,51.14199381216981,259.0,100.0,6729,8662,384391,2218
HAI,without_geco_ignored,0.9,3.5,grid,47,45,2,43.22996426748341,75.72370627025819,55.0387911775458,36.17228975811644,87.25259426714868,51.14246040259777,263.0,100.0,6775,8897,384156,2172
HAI,without_geco_ignored,0.9,4.0,grid,47,45,2,42.721737492938296,76.07019112551693,54.71500924511616,35.573149114569226,87.42161227523894,50.569016341224845,267.0,100.0,6806,9125,383928,2141
HAI,without_geco_ignored,0.9,4.5,grid,47,45,2,42.249690976514216,76.40549904996088,54.41158912723365,33.901030137851244,87.55482062094887,48.87699676946005,263.0,100.0,6836,9344,383709,2111
HAI,without_geco_ignored,0.9,5.0,grid,47,45,2,41.79958602215999,76.74080697440483,54.12052181452726,34.86751539421192,88.8279859729484,50.077992071114906,243.0,100.0,6866,9560,383493,2081
HAI,without_geco_ignored,0.9,6.0,grid,47,45,2,41.058263971462544,77.18788420699676,53.60344626848295,34.76129627961066,89.02586592789038,49.99960330104035,225.0,100.0,6906,9914,383139,2041
HAI,without_geco_ignored,0.9,7.0,grid,47,45,2,40.3906522497384,77.65731530121829,53.141611533901866,33.7118053500134,89.23965853816028,48.93687155894843,234.0,100.0,6948,10254,382799,1999
HAI,without_geco_ignored,0.9,8.0,grid,47,45,2,39.77150002842039,78.2049849111434,52.72795779954785,34.10730352297645,89.48910861129397,49.39030408245477,238.0,100.0,6997,10596,382457,1950
HAI,without_geco_ignored,0.9,9.0,grid,47,45,2,39.27994203867804,78.7750083826981,52.42097433990332,33.20472042280092,89.74726570787092,48.47474140634931,230.0,100.0,7048,10895,382158,1899
HAI,without_geco_ignored,0.9,10.0,grid,47,45,2,38.8925474700911,79.21090868447524,52.16975229121425,32.62992528311936,89.9415714255453,47.88693675557319,220.0,100.0,7087,11135,381918,1860
HAI,without_geco_ignored,0.9,12.0,grid,47,45,2,38.2499065121,80.02682463395551,51.76028338032241,31.24499892716911,90.33260253131574,46.43029695141888,224.0,100.0,7160,11559,381494,1787
HAI,without_geco_ignored,0.9,15.0,grid,47,45,2,37.02963190813083,80.73097127528781,50.77144765051137,29.949382507436063,90.67383026656944,45.0265776149687,226.0,100.0,7223,12283,380770,1724
HAI,without_geco_ignored,0.9,20.0,grid,47,45,2,34.94644223412395,81.68101039454567,48.95006530694263,26.055745741773173,91.0939604791584,40.52116133146562,224.0,100.0,7308,13604,379449,1639
HAI,without_geco_ignored,0.9,25.0,grid,47,45,2,33.48896242237432,82.57516485972953,47.65221878224975,21.085713229075303,91.51159256860645,34.27412733133694,233.0,100.0,7388,14673,378380,1559
HAI,without_geco_ignored,1.0,0.1,grid,47,45,2,61.18581907090464,67.12864647367833,64.01961306827266,37.20529378465923,82.14563221012905,51.21455663675162,678.0,100.0,6006,3810,389243,2941
HAI,without_geco_ignored,1.0,0.5,grid,47,45,2,57.8377869777945,68.70459371856488,62.80459770114943,36.01730345093729,82.91065857109072,50.21894428021759,555.0,100.0,6147,4481,388572,2800
HAI,without_geco_ignored,1.0,1.0,grid,47,45,2,54.178797739338926,70.71644126522857,61.35272727272727,43.04382795199484,83.81031726817152,56.87661007580193,220.0,100.0,6327,5351,387702,2620
HAI,without_geco_ignored,1.0,1.5,grid,47,45,2,52.75558118461158,71.57706493796803,60.7417243668785,44.737435531228,84.24147021449048,58.43974750734364,177.0,100.0,6404,5735,387318,2543
HAI,without_geco_ignored,1.0,2.0,grid,47,45,2,51.54573631089565,72.49357326478149,60.25081281932187,42.72720170542485,84.66920840821973,56.79403905760753,207.0,100.0,6486,6097,386956,2461
HAI,without_geco_ignored,1.0,2.5,grid,47,45,2,50.621477649965264,73.28713535263218,59.88127853881279,42.76866729457464,85.02723995867957,56.91108291226013,160.0,100.0,6557,6396,386657,2390
HAI,without_geco_ignored,1.0,3.0,grid,47,45,2,49.943417578272346,73.99128199396445,59.63426718313666,43.56257931144812,85.36088134305554,57.68601222344042,139.0,100.0,6620,6635,386418,2327
HAI,without_geco_ignored,1.0,3.5,grid,47,45,2,49.33806671104208,74.56130546551917,59.38223250845647,43.74611804540562,85.64145232033206,57.91098901069258,145.0,100.0,6671,6850,386203,2276
HAI,without_geco_ignored,1.0,4.0,grid,47,45,2,48.75354313540228,74.97485190566671,59.08570421914913,43.43693058341756,86.93974738171444,57.9305414265786,147.0,100.0,6708,7051,386002,2239
HAI,without_geco_ignored,1.0,4.5,grid,47,45,2,48.18441744102931,75.34369062255504,58.77839298949296,41.78585077027715,87.08853776176484,56.47466008050112,145.0,100.0,6741,7249,385804,2206
HAI,without_geco_ignored,1.0,5.0,grid,47,45,2,47.68202602884277,75.75723706270259,58.52689750453328,42.87180637602296,87.28520812218753,57.50092772997248,132.0,100.0,6778,7437,385616,2169
HAI,without_geco_ignored,1.0,6.0,grid,47,45,2,46.844310143534095,76.2378450877389,58.031308490726566,43.096274478083366,88.59039717843136,57.98485184411937,117.0,100.0,6821,7740,385313,2126
HAI,without_geco_ignored,1.0,7.0,grid,47,45,2,46.15539723081059,76.75198390521962,57.64533053515215,42.02285757678004,88.82427706236562,57.05359853154231,116.0,100.0,6867,8011,385042,2080
HAI,without_geco_ignored,1.0,8.0,grid,47,45,2,45.5,77.29965351514474,57.28247815463619,42.09609257625036,89.07785878816037,57.17339076907514,120.0,100.0,6916,8284,384769,2031
HAI,without_geco_ignored,1.0,9.0,grid,47,45,2,44.93809646633996,77.89203084832906,56.99447965651196,41.01347023277752,89.34441924608184,56.21945390283769,117.0,100.0,6969,8539,384514,1978
HAI,without_geco_ignored,1.0,10.0,grid,47,45,2,44.48251792626436,78.35028501173578,56.74734882214847,40.40942171302638,89.54874059791686,55.6888887676572,107.0,100.0,7010,8749,384304,1937
HAI,without_geco_ignored,1.0,12.0,grid,47,45,2,43.75077189082376,79.18855482284565,56.3621176564178,39.07147800222841,89.94817506503186,54.4786481724898,103.0,100.0,7085,9109,383944,1862
HAI,without_geco_ignored,1.0,15.0,grid,47,45,2,42.42496144263851,79.93740918743713,55.43111800038753,36.24417023227922,90.30438313921448,51.72729909618915,113.0,100.0,7152,9706,383347,1795
HAI,without_geco_ignored,1.0,20.0,grid,47,45,2,39.94484280198566,80.94333296076897,53.49189348893895,31.64783124242896,90.7455217551648,46.92900207693603,110.0,100.0,7242,10888,382165,1705
HAI,without_geco_ignored,1.0,25.0,grid,47,45,2,38.34676997173071,81.87101821839723,52.23002602588328,26.542342969717943,91.1757588866296,41.11548223647713,110.0,100.0,7325,11777,381276,1622
HAI,without_geco_ignored,1.2,0.1,grid,47,45,2,66.1326971142922,65.06091427294065,65.59242774240802,45.74350100746377,80.0993419116292,58.23174751046388,427.0,100.0,5821,2981,390072,3126
HAI,without_geco_ignored,1.2,0.5,grid,47,45,2,63.48530038346826,66.6145076561976,65.01227161167166,45.18074887796963,81.91526511243202,58.23932483982698,349.0,100.0,5960,3428,389625,2987
HAI,without_geco_ignored,1.2,1.0,grid,47,45,2,60.49236829148202,68.65988599530569,64.31787247408649,50.5301798760452,82.83367215008899,62.76963794832704,134.0,100.0,6143,4012,389041,2804
HAI,without_geco_ignored,1.2,1.5,grid,47,45,2,59.31831201069314,69.44227115234158,63.9822872148705,51.40372280854032,83.20559771986933,63.54801383026651,106.0,100.0,6213,4261,388792,2734
HAI,without_geco_ignored,1.2,2.0,grid,47,45,2,58.28317436799704,70.34760254834023,63.74962017623823,50.15136282882862,83.60599769623686,62.69493818763633,128.0,100.0,6294,4505,388548,2653
HAI,without_geco_ignored,1.2,2.5,grid,47,45,2,57.48038596807648,71.2417570135241,63.62547414653624,50.46062044384454,83.99624904448754,63.046281798318006,106.0,100.0,6374,4715,388338,2573
HAI,without_geco_ignored,1.2,3.0,grid,47,45,2,56.84786445464173,72.00178830893037,63.5337048177918,51.20775057800096,84.33858723632238,63.72417593774635,95.0,100.0,6442,4890,388163,2505
HAI,without_geco_ignored,1.2,3.5,grid,47,45,2,56.27653123104912,72.60534257292947,63.40653977550025,51.16524417773508,84.62824076799649,63.77367227827083,96.0,100.0,6496,5047,388006,2451
HAI,without_geco_ignored,1.2,4.0,grid,47,45,2,55.61606535057862,73.05241980552141,63.15280931445963,48.895777450410975,84.83231033906694,62.03546069503562,95.0,100.0,6536,5216,387837,2411
HAI,without_geco_ignored,1.2,4.5,grid,47,45,2,55.01298266186447,73.41008159159495,62.89380446231926,48.786565225602814,84.9772697514736,61.98609832223162,94.0,100.0,6568,5371,387682,2379
HAI,without_geco_ignored,1.2,5.0,grid,47,45,2,54.4667875391462,73.86833575500168,62.7010103885015,49.249793063323175,85.18920795986377,62.41568043975691,93.0,100.0,6609,5525,387528,2338
HAI,without_geco_ignored,1.2,6.0,grid,47,45,2,53.53267422232939,74.43835922655639,62.27791284832617,49.7519378167576,85.42149498660535,62.880476120930894,80.0,100.0,6660,5781,387272,2287
HAI,without_geco_ignored,1.2,7.0,grid,47,45,2,52.78214397988054,75.06426735218508,61.98144986387339,49.26916103424094,85.69328485053855,62.566089747050256,84.0,100.0,6716,6008,387045,2231
HAI,without_geco_ignored,1.2,8.0,grid,47,45,2,51.94595839410455,75.6342908237398,61.59097114772003,49.11342957976,87.05733204822185,62.79885778465842,88.0,100.0,6767,6260,386793,2180
HAI,without_geco_ignored,1.2,9.0,grid,47,45,2,51.23178608983026,76.2378450877389,61.282062800413286,46.43690581332663,87.32626780305544,60.63195965474887,88.0,100.0,6821,6493,386560,2126
HAI,without_geco_ignored,1.2,10.0,grid,47,45,2,50.64580411838512,76.69609925114564,61.006401137980085,47.06668149919518,87.53058915489046,61.21631354290887,77.0,100.0,6862,6687,386366,2085
HAI,without_geco_ignored,1.2,12.0,grid,47,45,2,49.68130058010456,77.53436906225551,60.55870798777826,44.42705947202485,87.93002362200545,59.029291028665455,71.0,100.0,6937,7026,386027,2010
HAI,without_geco_ignored,1.2,15.0,grid,47,45,2,48.1143092670193,78.28322342684699,59.59836623553437,42.65951616963349,88.28623169618808,57.52379118806926,78.0,100.0,7004,7553,385500,1943
HAI,without_geco_ignored,1.2,20.0,grid,47,45,2,45.42485752705385,79.28914720017883,57.75932258589806,35.26686523431813,88.72737031213839,50.47228522524728,83.0,100.0,7094,8523,384530,1853
HAI,without_geco_ignored,1.2,25.0,grid,47,45,2,43.35508034311949,80.21683245780709,56.28798870632525,30.45203470195879,89.15760744360321,45.39818875993457,85.0,100.0,7177,9377,383676,1770
HAI,without_geco_ignored,1.4,0.1,grid,47,45,2,67.09925498678201,62.41198166983346,64.67079738259308,49.18789753314514,77.74175132122132,60.25311395012086,319.0,98.0,5584,2738,390315,3363
HAI,without_geco_ignored,1.4,0.5,grid,47,45,2,64.87532733690084,63.68615178272047,64.27523970671179,49.783393196627294,78.35803133944995,60.88474040940921,248.0,98.0,5698,3085,389968,3249
HAI,without_geco_ignored,1.4,1.0,grid,47,45,2,62.493363066794096,65.77623784508773,64.09279024177738,54.71994228417353,79.27060155336785,64.74610248752012,97.0,98.0,5885,3532,389521,3062
HAI,without_geco_ignored,1.4,1.5,grid,47,45,2,61.47735479211802,66.60333072538282,63.93776824034335,56.3921256739481,80.75073202328403,66.40820389747856,75.0,98.0,5959,3734,389319,2988
HAI,without_geco_ignored,1.4,2.0,grid,47,45,2,60.500751126690034,67.51983905219626,63.8178744982041,53.96521943577616,81.16089496018024,64.82633687365427,104.0,98.0,6041,3944,389109,2906
HAI,without_geco_ignored,1.4,2.5,grid,47,45,2,59.7230349132046,68.44752430982453,63.78834435706474,53.8051088101559,81.57153648712477,64.84080598781853,85.0,98.0,6124,4130,388923,2823
HAI,without_geco_ignored,1.4,3.0,grid,47,45,2,59.06360255554496,69.22990946686039,63.74395389523515,53.12469843735703,81.92277124447622,64.45322563641986,74.0,98.0,6194,4293,388760,2753
HAI,without_geco_ignored,1.4,3.5,grid,47,45,2,58.47767063009081,69.81110986922991,63.64377420012227,52.33697879697616,82.21691558975961,63.95927799170729,73.0,98.0,6246,4435,388618,2701
HAI,without_geco_ignored,1.4,4.0,grid,47,45,2,57.81293111376805,70.25818710182185,63.43087790111,50.7322434937698,82.4313884919199,62.80887972402287,72.0,98.0,6286,4587,388466,2661
HAI,without_geco_ignored,1.4,4.5,grid,47,45,2,57.21910620589832,70.69408740359897,63.24683765811709,50.48573382308143,82.60918748729998,62.67084288060734,69.0,98.0,6325,4729,388324,2622
HAI,without_geco_ignored,1.4,5.0,grid,47,45,2,56.69543553696949,71.21940315189448,63.13286436143862,51.1836320690627,82.8455858715797,63.27482993558606,70.0,98.0,6372,4867,388186,2575
HAI,without_geco_ignored,1.4,6.0,grid,47,45,2,55.76088842616693,71.8341343467084,62.78513163678991,51.23962432675162,83.09642324806484,63.39072180542244,59.0,98.0,6427,5099,387954,2520
HAI,without_geco_ignored,1.4,7.0,grid,47,45,2,54.96907565873082,72.51592712641109,62.53493975903615,50.34471931502028,83.3885233592268,62.78426692816183,63.0,98.0,6488,5315,387738,2459
HAI,without_geco_ignored,1.4,8.0,grid,47,45,2,54.09673418768086,73.130658321225,62.18990590248076,50.290604126043824,83.66039874913211,62.81896968610582,67.0,98.0,6543,5552,387501,2404
HAI,without_geco_ignored,1.4,9.0,grid,47,45,2,53.37373737373737,73.82362803174249,61.95478848138073,46.78710007579542,85.06357099447541,60.36947368742543,68.0,98.0,6605,5770,387283,2342
HAI,without_geco_ignored,1.4,10.0,grid,47,45,2,52.794537948555096,74.3265899184084,61.73699113401104,47.357439475359925,85.28785358662051,60.89947514872544,56.0,98.0,6650,5946,387107,2297
HAI,without_geco_ignored,1.4,12.0,grid,47,45,2,51.8929755570977,75.22074438359226,61.41631684613981,48.297509589239006,85.71558262737891,61.78275727272101,45.0,98.0,6730,6239,386814,2217
HAI,without_geco_ignored,1.4,15.0,grid,47,45,2,50.38490007401924,76.08136805633173,60.62252304403973,45.22196368271542,86.13283721318945,59.30648913899768,55.0,98.0,6807,6703,386350,2140
HAI,without_geco_ignored,1.4,20.0,grid,47,45,2,47.61970375473648,77.25494579188555,58.92080811525019,36.36516467747595,86.66186089423026,51.23220411174394,55.0,98.0,6912,7603,385450,2035
HAI,without_geco_ignored,1.4,25.0,grid,47,45,2,45.75805184603299,78.12674639543982,57.713743136688265,33.4541260151743,87.08472355737491,48.3386613729306,57.0,98.0,6990,8286,384767,1957
HAI,without_geco_ignored,1.6,0.1,grid,47,45,2,68.06883365200764,59.68481055102269,63.60171510242972,53.15252928719458,76.49292870048556,62.72171345026537,240.0,96.0,5340,2505,390548,3607
HAI,without_geco_ignored,1.6,0.5,grid,47,45,2,66.19018776499091,61.07074997205767,63.52749680269736,54.2313049108879,77.18388913902415,63.703182213721945,188.0,96.0,5464,2791,390262,3483
HAI,without_geco_ignored,1.6,1.0,grid,47,45,2,64.16591115140527,63.28378227338772,63.721793933937306,58.43950872011983,78.15874510096685,66.87579874723816,81.0,96.0,5662,3162,389891,3285
HAI,without_geco_ignored,1.6,1.5,grid,47,45,2,63.18687369232463,64.1332290153124,63.65653428000887,59.50568573432452,78.53718179772841,67.7095302650098,66.0,96.0,5738,3343,389710,3209
HAI,without_geco_ignored,1.6,2.0,grid,47,45,2,62.29946524064172,65.10562199619984,63.671640159589,56.788522981612566,78.97457807472627,66.0687566365861,91.0,96.0,5825,3525,389528,3122
HAI,without_geco_ignored,1.6,2.5,grid,47,45,2,61.64769760885454,65.9885995305689,63.74433167782336,55.10436752856719,80.44885492014933,65.40727234204184,81.0,96.0,5904,3673,389380,3043
HAI,without_geco_ignored,1.6,3.0,grid,47,45,2,61.04360257326662,66.81569241086397,63.79935965848452,54.56569276381822,80.81782262336644,65.1464909371796,72.0,96.0,5978,3815,389238,2969
HAI,without_geco_ignored,1.6,3.5,grid,47,45,2,60.51760457417996,67.43042360567787,63.78727003594841,53.62335805786316,81.12512351299533,64.56772640273704,74.0,96.0,6033,3936,389117,2914
HAI,without_geco_ignored,1.6,4.0,grid,47,45,2,59.90147783251232,67.9557393539734,63.67492276273761,52.68044842127539,81.36815855770148,63.95457851651399,70.0,96.0,6080,4070,388983,2867
HAI,without_geco_ignored,1.6,4.5,grid,47,45,2,59.33714507219692,68.43634737900972,63.56275303643725,51.8683374930263,81.56119581481254,63.41090350810615,74.0,96.0,6123,4196,388857,2824
HAI,without_geco_ignored,1.6,5.0,grid,47,45,2,58.80838894184938,68.95048619649044,63.476874003189785,51.28781839283958,81.79376278146773,63.044391480566645,76.0,96.0,6169,4321,388732,2778
HAI,without_geco_ignored,1.6,6.0,grid,47,45,2,57.866840245490046,69.55404046048955,63.17445814933252,50.408926217855225,82.04175175649058,62.44794929441665,65.0,96.0,6223,4531,388522,2724
HAI,without_geco_ignored,1.6,7.0,grid,47,45,2,57.03649900127111,70.21347937856265,62.94273833976254,49.65436073498416,82.32731285940905,61.94663213054844,69.0,96.0,6282,4732,388321,2665
HAI,without_geco_ignored,1.6,8.0,grid,47,45,2,56.21343733380606,70.88409522745054,62.70206139700431,48.3297426684206,82.62160027343086,60.98571561562584,69.0,96.0,6342,4940,388113,2605
HAI,without_geco_ignored,1.6,9.0,grid,47,45,2,55.51515151515152,71.66648038448642,62.56525345172464,47.69941321918366,82.95815467367443,60.57139075059802,73.0,96.0,6412,5138,387915,2535
HAI,without_geco_ignored,1.6,10.0,grid,47,45,2,54.96936691626957,72.20297306359673,62.41847432243104,48.21379745079108,84.29623017673278,61.34239710568239,64.0,96.0,6460,5292,387761,2487
HAI,without_geco_ignored,1.6,12.0,grid,47,45,2,54.0449067194981,73.17536604448418,62.17178671478087,48.97264717630962,84.75729301330558,62.0771833214659,54.0,96.0,6547,5567,387486,2400
HAI,without_geco_ignored,1.6,15.0,grid,47,45,2,52.44915723668592,74.08069744048285,61.41586360266864,47.13530612980686,85.20476243636888,60.69443071426951,62.0,96.0,6628,6009,387044,2319
HAI,without_geco_ignored,1.6,20.0,grid,47,45,2,50.2123221336512,75.33251369174025,60.259275815824765,38.88454020416881,85.77519843535725,53.51092804269154,63.0,96.0,6740,6683,386370,2207
HAI,without_geco_ignored,1.6,25.0,grid,47,45,2,48.42664776754076,76.37196825751649,59.27050353471831,35.327981898017235,86.29156367261872,50.13185643926485,63.0,96.0,6833,7277,385776,2114
HAI,without_geco_ignored,1.8,0.1,grid,47,45,2,68.57941685527894,57.57237062702581,62.59569814072184,56.17069118086215,75.37621895939708,64.3714749823465,192.0,96.0,5151,2360,390693,3796
HAI,without_geco_ignored,1.8,0.5,grid,47,45,2,66.8648033388137,59.09243321783838,62.73881571140382,57.22724709116499,76.12003829574648,65.33526689351258,145.0,96.0,5287,2620,390433,3660
HAI,without_geco_ignored,1.8,1.0,grid,47,45,2,65.02013740819712,61.35017324242763,63.13186497210881,62.13954259757606,77.12560021549251,68.82626080220395,57.0,96.0,5489,2953,390100,3458
HAI,without_geco_ignored,1.8,1.5,grid,47,45,2,64.10905326124467,62.28903543087069,63.1859410430839,63.27065271683843,77.54434351140775,69.68407285986702,38.0,96.0,5573,3120,389933,3374
HAI,without_geco_ignored,1.8,2.0,grid,47,45,2,63.264393515930685,63.25025148094333,63.25732170802594,60.61937132564715,77.98333324260406,68.21368529237127,57.0,96.0,5659,3286,389767,3288
HAI,without_geco_ignored,1.8,2.5,grid,47,45,2,62.59008517143481,64.0661674304236,63.31952499309583,56.44635629666956,79.43487210504182,65.996004686768,48.0,96.0,5732,3426,389627,3215
HAI,without_geco_ignored,1.8,3.0,grid,47,45,2,61.97649572649573,64.83737565664468,63.374665428524615,56.856099725550415,79.79536881372134,66.40036137783893,39.0,96.0,5801,3559,389494,3146
HAI,without_geco_ignored,1.8,3.5,grid,47,45,2,61.43591896714601,65.4185760590142,63.36472880805456,56.055341395481406,80.09123459584023,65.95158879855475,41.0,96.0,5853,3674,389379,3094
HAI,without_geco_ignored,1.8,4.0,grid,47,45,2,60.848034664190656,65.92153794568011,63.28326180257511,55.21072258838399,80.33340320874645,65.44385768184716,38.0,96.0,5898,3795,389258,3049
HAI,without_geco_ignored,1.8,4.5,grid,47,45,2,60.310691440755406,66.39096903990165,63.20493722068525,53.02559870364235,80.52672625499274,63.94464300996388,38.0,96.0,5940,3909,389144,3007
HAI,without_geco_ignored,1.8,5.0,grid,47,45,2,59.80411752948231,66.88275399575276,63.14567614625653,53.43257292023061,80.75853075847917,64.31329596952628,43.0,96.0,5984,4022,389031,2963
HAI,without_geco_ignored,1.8,6.0,grid,47,45,2,58.89008095191651,67.48630825975187,62.89583333333333,52.67210844386456,81.0159278343457,63.839365965262274,31.0,96.0,6038,4215,388838,2909
HAI,without_geco_ignored,1.8,7.0,grid,47,45,2,58.033504664001526,68.14574717782497,62.68441885570349,51.91096333825461,81.31469931947669,63.368037223864285,34.0,96.0,6097,4409,388644,2850
HAI,without_geco_ignored,1.8,8.0,grid,47,45,2,57.3677347242921,68.83871688834246,62.581923487273286,52.54857928772261,81.62746103525083,63.93700541380397,33.0,96.0,6159,4577,388476,2788
HAI,without_geco_ignored,1.8,9.0,grid,47,45,2,56.82502051609374,69.65463283782273,62.58913327307422,51.81344854457198,81.98697576730363,63.49797427162894,38.0,96.0,6232,4735,388318,2715
HAI,without_geco_ignored,1.8,10.0,grid,47,45,2,56.31946934385085,70.22465630937744,62.5080833706412,52.834604696221135,82.23455760126318,64.33489731226814,27.0,96.0,6283,4873,388180,2664
