dataset,configuration,selected_equations,S,G,n_test_snapshots,test_sequence_lengths,n_monitored_channels,n_symbolic_channels,n_persistence_channels,repeats,boundary,residual_eval_seconds_median,cusum_seconds_median,total_seconds_median,residual_eval_ms_per_snapshot,cusum_ms_per_snapshot,total_ms_per_snapshot,residual_eval_us_per_snapshot,cusum_us_per_snapshot,total_us_per_snapshot,total_ms_per_channel_snapshot
HAI,guarded_r13_headline,paper_artifacts/selected_models/hai/selected_equations_guarded_r13.csv,2.5,12.0,402000,"[43200, 118800, 108000, 39600, 92400]",47,45,2,5,"fixed-equation residual construction plus sequence-reset CUSUM on numeric arrays; excludes file parsing, data loading, and calibration",1.3763871286064386,0.07842767145484686,1.4532006215304136,0.0034238485786229817,0.00019509371008668373,0.0036149269192298846,3.4238485786229815,0.19509371008668372,3.6149269192298847,7.691333870701883e-05
